candidate,pct_estimate,lo,hi,date,election,cycle
Democrats,46.77709,41.5291,52.02508,10/31/17,11/6/18,2018
Republicans,38.23504,33.54842,42.92167,10/31/17,11/6/18,2018
Democrats,46.76716,41.50255,52.03176,11/1/17,11/6/18,2018
Republicans,38.28885,33.62227,42.95543,11/1/17,11/6/18,2018
Democrats,46.78245,41.56725,51.99765,11/2/17,11/6/18,2018
Republicans,38.74829,33.92793,43.56865,11/2/17,11/6/18,2018
Democrats,46.84146,41.63351,52.04942,11/3/17,11/6/18,2018
Republicans,38.72364,33.88544,43.56184,11/3/17,11/6/18,2018
Democrats,46.83632,41.62747,52.04517,11/4/17,11/6/18,2018
Republicans,38.73275,33.89669,43.56881,11/4/17,11/6/18,2018
Democrats,46.83163,41.61978,52.04348,11/5/17,11/6/18,2018
Republicans,38.72309,33.87672,43.56947,11/5/17,11/6/18,2018
Democrats,46.89322,41.67165,52.11478,11/6/17,11/6/18,2018
Republicans,38.73233,33.91481,43.54984,11/6/17,11/6/18,2018
Democrats,46.8177,41.55916,52.07623,11/7/17,11/6/18,2018
Republicans,38.76471,33.96383,43.5656,11/7/17,11/6/18,2018
Democrats,46.80564,41.53308,52.07819,11/8/17,11/6/18,2018
Republicans,38.73701,33.92244,43.55157,11/8/17,11/6/18,2018
Democrats,46.80654,41.53333,52.07974,11/9/17,11/6/18,2018
Republicans,38.74792,33.93655,43.55929,11/9/17,11/6/18,2018
Democrats,47.17521,41.8789,52.47151,11/10/17,11/6/18,2018
Republicans,38.54235,33.76928,43.31541,11/10/17,11/6/18,2018
Democrats,47.20798,41.91991,52.49606,11/11/17,11/6/18,2018
Republicans,38.52604,33.7445,43.30758,11/11/17,11/6/18,2018
Democrats,47.25145,41.97442,52.52847,11/12/17,11/6/18,2018
Republicans,38.47592,33.68035,43.27149,11/12/17,11/6/18,2018
Democrats,47.32821,42.08199,52.57442,11/13/17,11/6/18,2018
Republicans,38.60668,33.83537,43.37799,11/13/17,11/6/18,2018
Democrats,47.43468,42.17566,52.6937,11/14/17,11/6/18,2018
Republicans,38.54471,33.82263,43.26679,11/14/17,11/6/18,2018
Democrats,47.48954,42.26364,52.71545,11/15/17,11/6/18,2018
Republicans,38.51366,33.82664,43.20068,11/15/17,11/6/18,2018
Democrats,47.15925,41.95166,52.36684,11/16/17,11/6/18,2018
Republicans,38.66628,34.0188,43.31376,11/16/17,11/6/18,2018
Democrats,47.16165,41.95455,52.36875,11/17/17,11/6/18,2018
Republicans,38.67667,34.03409,43.31924,11/17/17,11/6/18,2018
Democrats,47.15933,41.94688,52.37178,11/18/17,11/6/18,2018
Republicans,38.67415,34.02755,43.32076,11/18/17,11/6/18,2018
Democrats,47.15591,41.93726,52.37456,11/19/17,11/6/18,2018
Republicans,38.6763,34.02747,43.32513,11/19/17,11/6/18,2018
Democrats,47.17544,41.96556,52.38531,11/20/17,11/6/18,2018
Republicans,38.62109,33.95626,43.28591,11/20/17,11/6/18,2018
Democrats,47.17062,41.95792,52.38332,11/21/17,11/6/18,2018
Republicans,38.61324,33.94501,43.28146,11/21/17,11/6/18,2018
Democrats,47.17408,41.95733,52.39082,11/22/17,11/6/18,2018
Republicans,38.58498,33.90018,43.26979,11/22/17,11/6/18,2018
Democrats,47.17586,41.95932,52.3924,11/23/17,11/6/18,2018
Republicans,38.57326,33.88336,43.26316,11/23/17,11/6/18,2018
Democrats,47.18218,41.96452,52.39983,11/24/17,11/6/18,2018
Republicans,38.55476,33.85158,43.25795,11/24/17,11/6/18,2018
Democrats,47.18037,41.95771,52.40303,11/25/17,11/6/18,2018
Republicans,38.56549,33.86788,43.26309,11/25/17,11/6/18,2018
Democrats,47.13607,41.89288,52.37926,11/26/17,11/6/18,2018
Republicans,38.56412,33.87661,43.25162,11/26/17,11/6/18,2018
Democrats,47.14301,41.90064,52.38539,11/27/17,11/6/18,2018
Republicans,38.54377,33.84516,43.24237,11/27/17,11/6/18,2018
Democrats,47.13632,41.88782,52.38482,11/28/17,11/6/18,2018
Republicans,38.56044,33.86697,43.25391,11/28/17,11/6/18,2018
Democrats,47.11184,41.84724,52.37644,11/29/17,11/6/18,2018
Republicans,38.57858,33.89039,43.26678,11/29/17,11/6/18,2018
Democrats,47.09934,41.82863,52.37005,11/30/17,11/6/18,2018
Republicans,38.54681,33.84583,43.24779,11/30/17,11/6/18,2018
Democrats,47.11381,41.84731,52.38031,12/1/17,11/6/18,2018
Republicans,38.53508,33.82519,43.24498,12/1/17,11/6/18,2018
Democrats,47.10472,41.83079,52.37866,12/2/17,11/6/18,2018
Republicans,38.55525,33.85178,43.25871,12/2/17,11/6/18,2018
Democrats,47.10354,41.82491,52.38217,12/3/17,11/6/18,2018
Republicans,38.55193,33.84323,43.26062,12/3/17,11/6/18,2018
Democrats,47.04211,41.73779,52.34644,12/4/17,11/6/18,2018
Republicans,38.5934,33.89662,43.29017,12/4/17,11/6/18,2018
Democrats,47.06554,41.77953,52.35154,12/5/17,11/6/18,2018
Republicans,38.41041,33.74643,43.0744,12/5/17,11/6/18,2018
Democrats,47.0742,41.78589,52.3625,12/6/17,11/6/18,2018
Republicans,38.44319,33.78822,43.09817,12/6/17,11/6/18,2018
Democrats,47.07638,41.78941,52.36336,12/7/17,11/6/18,2018
Republicans,38.41838,33.75685,43.07991,12/7/17,11/6/18,2018
Democrats,47.34711,42.07574,52.61848,12/8/17,11/6/18,2018
Republicans,38.31927,33.70356,42.93498,12/8/17,11/6/18,2018
Democrats,47.34858,42.07696,52.6202,12/9/17,11/6/18,2018
Republicans,38.30655,33.68702,42.92607,12/9/17,11/6/18,2018
Democrats,47.36322,42.09249,52.63396,12/10/17,11/6/18,2018
Republicans,38.286,33.65342,42.91858,12/10/17,11/6/18,2018
Democrats,47.35574,42.07677,52.6347,12/11/17,11/6/18,2018
Republicans,38.27531,33.63491,42.91571,12/11/17,11/6/18,2018
Democrats,47.26692,41.99787,52.53597,12/12/17,11/6/18,2018
Republicans,38.24041,33.63407,42.84674,12/12/17,11/6/18,2018
Democrats,47.73129,42.47913,52.98346,12/13/17,11/6/18,2018
Republicans,38.21791,33.69011,42.7457,12/13/17,11/6/18,2018
Democrats,47.73382,42.48212,52.98552,12/14/17,11/6/18,2018
Republicans,38.19808,33.6623,42.73386,12/14/17,11/6/18,2018
Democrats,47.73533,42.48377,52.98689,12/15/17,11/6/18,2018
Republicans,38.20153,33.67243,42.73064,12/15/17,11/6/18,2018
Democrats,47.82225,42.58052,53.06399,12/16/17,11/6/18,2018
Republicans,38.15981,33.66767,42.65195,12/16/17,11/6/18,2018
Democrats,47.82648,42.64605,53.0069,12/17/17,11/6/18,2018
Republicans,38.10561,33.63028,42.58094,12/17/17,11/6/18,2018
Democrats,48.18371,42.88306,53.48435,12/18/17,11/6/18,2018
Republicans,37.99016,33.59886,42.38146,12/18/17,11/6/18,2018
Democrats,48.26616,42.98521,53.54711,12/19/17,11/6/18,2018
Republicans,38.01693,33.60348,42.43037,12/19/17,11/6/18,2018
Democrats,48.32661,43.06188,53.59135,12/20/17,11/6/18,2018
Republicans,38.00767,33.57999,42.43534,12/20/17,11/6/18,2018
Democrats,48.35318,43.09214,53.61423,12/21/17,11/6/18,2018
Republicans,38.00803,33.58698,42.42909,12/21/17,11/6/18,2018
Democrats,48.3737,43.11246,53.63493,12/22/17,11/6/18,2018
Republicans,38.00539,33.58397,42.4268,12/22/17,11/6/18,2018
Democrats,48.40252,43.1421,53.66295,12/23/17,11/6/18,2018
Republicans,37.98666,33.55159,42.42172,12/23/17,11/6/18,2018
Democrats,48.40422,43.13898,53.66946,12/24/17,11/6/18,2018
Republicans,37.96964,33.5206,42.41867,12/24/17,11/6/18,2018
Democrats,48.40578,43.13519,53.67636,12/25/17,11/6/18,2018
Republicans,37.96045,33.506,42.41489,12/25/17,11/6/18,2018
Democrats,48.4292,43.15915,53.69926,12/26/17,11/6/18,2018
Republicans,37.94717,33.48216,42.41217,12/26/17,11/6/18,2018
Democrats,48.46405,43.20273,53.72536,12/27/17,11/6/18,2018
Republicans,37.96007,33.49172,42.42842,12/27/17,11/6/18,2018
Democrats,48.47293,43.21209,53.73378,12/28/17,11/6/18,2018
Republicans,37.94341,33.46662,42.42021,12/28/17,11/6/18,2018
Democrats,48.4839,43.22066,53.74714,12/29/17,11/6/18,2018
Republicans,37.94307,33.46867,42.41747,12/29/17,11/6/18,2018
Democrats,48.50792,43.24673,53.7691,12/30/17,11/6/18,2018
Republicans,37.95273,33.48605,42.4194,12/30/17,11/6/18,2018
Democrats,48.51574,43.25126,53.78023,12/31/17,11/6/18,2018
Republicans,37.94475,33.47239,42.41711,12/31/17,11/6/18,2018
Democrats,48.50778,43.23325,53.78231,1/1/18,11/6/18,2018
Republicans,37.96498,33.50249,42.42746,1/1/18,11/6/18,2018
Democrats,48.51877,43.24394,53.79361,1/2/18,11/6/18,2018
Republicans,37.96014,33.49869,42.42159,1/2/18,11/6/18,2018
Democrats,48.50164,43.2037,53.79958,1/3/18,11/6/18,2018
Republicans,37.97363,33.50418,42.44307,1/3/18,11/6/18,2018
Democrats,48.48629,43.17488,53.7977,1/4/18,11/6/18,2018
Republicans,37.98395,33.5225,42.44541,1/4/18,11/6/18,2018
Democrats,48.49417,43.18194,53.80641,1/5/18,11/6/18,2018
Republicans,37.97926,33.51413,42.4444,1/5/18,11/6/18,2018
Democrats,48.49473,43.18097,53.80849,1/6/18,11/6/18,2018
Republicans,37.96519,33.49902,42.43136,1/6/18,11/6/18,2018
Democrats,48.51248,43.2044,53.82057,1/7/18,11/6/18,2018
Republicans,37.97083,33.51065,42.431,1/7/18,11/6/18,2018
Democrats,48.51591,43.20596,53.82587,1/8/18,11/6/18,2018
Republicans,37.95904,33.49832,42.41975,1/8/18,11/6/18,2018
Democrats,48.55241,43.24963,53.85519,1/9/18,11/6/18,2018
Republicans,37.94481,33.47578,42.41383,1/9/18,11/6/18,2018
Democrats,48.6255,43.30936,53.94164,1/10/18,11/6/18,2018
Republicans,37.89214,33.4372,42.34709,1/10/18,11/6/18,2018
Democrats,48.33924,43.10148,53.57701,1/11/18,11/6/18,2018
Republicans,38.14741,33.72794,42.56687,1/11/18,11/6/18,2018
Democrats,48.06543,42.9206,53.21025,1/12/18,11/6/18,2018
Republicans,38.21721,33.83543,42.59898,1/12/18,11/6/18,2018
Democrats,48.05683,42.91016,53.20351,1/13/18,11/6/18,2018
Republicans,38.25809,33.89641,42.61977,1/13/18,11/6/18,2018
Democrats,48.03152,42.86745,53.19559,1/14/18,11/6/18,2018
Republicans,38.26104,33.89777,42.62431,1/14/18,11/6/18,2018
Democrats,48.03065,42.86207,53.19923,1/15/18,11/6/18,2018
Republicans,38.25537,33.88706,42.62368,1/15/18,11/6/18,2018
Democrats,48.26394,43.0652,53.46268,1/16/18,11/6/18,2018
Republicans,38.22751,33.92097,42.53405,1/16/18,11/6/18,2018
Democrats,48.15833,42.94429,53.37236,1/17/18,11/6/18,2018
Republicans,38.34714,34.08822,42.60606,1/17/18,11/6/18,2018
Democrats,48.15435,42.97074,53.33796,1/18/18,11/6/18,2018
Republicans,38.48107,34.16843,42.7937,1/18/18,11/6/18,2018
Democrats,48.28159,43.09599,53.46718,1/19/18,11/6/18,2018
Republicans,38.72799,34.35418,43.10181,1/19/18,11/6/18,2018
Democrats,48.273,43.08189,53.4641,1/20/18,11/6/18,2018
Republicans,38.73733,34.36718,43.10747,1/20/18,11/6/18,2018
Democrats,48.25585,43.0536,53.4581,1/21/18,11/6/18,2018
Republicans,38.73229,34.36296,43.10162,1/21/18,11/6/18,2018
Democrats,48.24507,43.0326,53.45753,1/22/18,11/6/18,2018
Republicans,38.72936,34.35863,43.10009,1/22/18,11/6/18,2018
Democrats,48.24182,43.02905,53.4546,1/23/18,11/6/18,2018
Republicans,38.74224,34.37707,43.10742,1/23/18,11/6/18,2018
Democrats,47.92277,42.72787,53.11767,1/24/18,11/6/18,2018
Republicans,38.71713,34.44338,42.99088,1/24/18,11/6/18,2018
Democrats,47.92202,42.72927,53.11478,1/25/18,11/6/18,2018
Republicans,38.71304,34.4372,42.98888,1/25/18,11/6/18,2018
Democrats,47.79052,42.60303,52.97801,1/26/18,11/6/18,2018
Republicans,38.62988,34.37341,42.88634,1/26/18,11/6/18,2018
Democrats,47.79525,42.61271,52.97779,1/27/18,11/6/18,2018
Republicans,38.63848,34.38629,42.89066,1/27/18,11/6/18,2018
Democrats,47.79697,42.61848,52.97546,1/28/18,11/6/18,2018
Republicans,38.63324,34.37897,42.88751,1/28/18,11/6/18,2018
Democrats,47.78609,42.60085,52.97134,1/29/18,11/6/18,2018
Republicans,38.62793,34.36478,42.89108,1/29/18,11/6/18,2018
Democrats,47.78317,42.59473,52.97161,1/30/18,11/6/18,2018
Republicans,38.64938,34.39365,42.90512,1/30/18,11/6/18,2018
Democrats,47.69401,42.55569,52.83233,1/31/18,11/6/18,2018
Republicans,39.06176,34.66029,43.46323,1/31/18,11/6/18,2018
Democrats,47.63219,42.5088,52.75559,2/1/18,11/6/18,2018
Republicans,39.06191,34.67425,43.44957,2/1/18,11/6/18,2018
Democrats,47.597,42.45619,52.73781,2/2/18,11/6/18,2018
Republicans,39.08243,34.69915,43.46571,2/2/18,11/6/18,2018
Democrats,47.50747,42.42035,52.5946,2/3/18,11/6/18,2018
Republicans,39.1833,34.81987,43.54673,2/3/18,11/6/18,2018
Democrats,47.53385,42.46394,52.60375,2/4/18,11/6/18,2018
Republicans,39.18093,34.80878,43.55308,2/4/18,11/6/18,2018
Democrats,47.51415,42.43072,52.59759,2/5/18,11/6/18,2018
Republicans,39.18943,34.81954,43.55932,2/5/18,11/6/18,2018
Democrats,47.46634,42.40224,52.53044,2/6/18,11/6/18,2018
Republicans,39.26204,34.914,43.61008,2/6/18,11/6/18,2018
Democrats,47.48244,42.42205,52.54284,2/7/18,11/6/18,2018
Republicans,39.30711,34.97286,43.64137,2/7/18,11/6/18,2018
Democrats,47.50582,42.51822,52.49343,2/8/18,11/6/18,2018
Republicans,39.37261,35.06974,43.67548,2/8/18,11/6/18,2018
Democrats,47.47443,42.4728,52.47606,2/9/18,11/6/18,2018
Republicans,39.40509,35.10907,43.70111,2/9/18,11/6/18,2018
Democrats,47.48069,42.49426,52.46711,2/10/18,11/6/18,2018
Republicans,39.41068,35.11343,43.70792,2/10/18,11/6/18,2018
Democrats,47.47816,42.4908,52.46553,2/11/18,11/6/18,2018
Republicans,39.41037,35.10809,43.71265,2/11/18,11/6/18,2018
Democrats,47.48478,42.51419,52.45538,2/12/18,11/6/18,2018
Republicans,39.46428,35.16506,43.7635,2/12/18,11/6/18,2018
Democrats,47.42559,42.41766,52.43351,2/13/18,11/6/18,2018
Republicans,39.4793,35.18596,43.77264,2/13/18,11/6/18,2018
Democrats,47.28751,42.37614,52.19888,2/14/18,11/6/18,2018
Republicans,39.42395,35.16377,43.68413,2/14/18,11/6/18,2018
Democrats,47.26955,42.35486,52.18425,2/15/18,11/6/18,2018
Republicans,39.44693,35.19615,43.69771,2/15/18,11/6/18,2018
Democrats,47.26269,42.34543,52.17995,2/16/18,11/6/18,2018
Republicans,39.46323,35.21258,43.71388,2/16/18,11/6/18,2018
Democrats,47.26066,42.34308,52.17825,2/17/18,11/6/18,2018
Republicans,39.48278,35.23303,43.73254,2/17/18,11/6/18,2018
Democrats,47.25168,42.32973,52.17363,2/18/18,11/6/18,2018
Republicans,39.48896,35.23525,43.74266,2/18/18,11/6/18,2018
Democrats,47.2402,42.313,52.1674,2/19/18,11/6/18,2018
Republicans,39.49736,35.24001,43.75471,2/19/18,11/6/18,2018
Democrats,47.06588,42.02274,52.10902,2/20/18,11/6/18,2018
Republicans,39.29988,35.07361,43.52615,2/20/18,11/6/18,2018
Democrats,46.90672,41.85612,51.95732,2/21/18,11/6/18,2018
Republicans,39.20171,34.9986,43.40482,2/21/18,11/6/18,2018
Democrats,46.84313,41.81897,51.86729,2/22/18,11/6/18,2018
Republicans,39.20059,35.01557,43.38561,2/22/18,11/6/18,2018
Democrats,46.64828,41.61906,51.6775,2/23/18,11/6/18,2018
Republicans,39.13171,34.98768,43.27573,2/23/18,11/6/18,2018
Democrats,46.83595,41.71401,51.95789,2/24/18,11/6/18,2018
Republicans,39.0286,34.92617,43.13103,2/24/18,11/6/18,2018
Democrats,46.83357,41.76145,51.90569,2/25/18,11/6/18,2018
Republicans,38.74041,34.54282,42.938,2/25/18,11/6/18,2018
Democrats,46.82825,41.75346,51.90304,2/26/18,11/6/18,2018
Republicans,38.74363,34.54481,42.94245,2/26/18,11/6/18,2018
Democrats,46.81314,41.72939,51.89689,2/27/18,11/6/18,2018
Republicans,38.75236,34.55552,42.9492,2/27/18,11/6/18,2018
Democrats,46.79723,41.69532,51.89914,2/28/18,11/6/18,2018
Republicans,38.77857,34.58188,42.97525,2/28/18,11/6/18,2018
Democrats,46.79082,41.69144,51.89021,3/1/18,11/6/18,2018
Republicans,38.74345,34.53711,42.94979,3/1/18,11/6/18,2018
Democrats,46.78574,41.68716,51.88432,3/2/18,11/6/18,2018
Republicans,38.7306,34.51641,42.94479,3/2/18,11/6/18,2018
Democrats,46.7919,41.69429,51.88952,3/3/18,11/6/18,2018
Republicans,38.72554,34.50576,42.94532,3/3/18,11/6/18,2018
Democrats,46.79808,41.70058,51.89559,3/4/18,11/6/18,2018
Republicans,38.72456,34.50165,42.94746,3/4/18,11/6/18,2018
Democrats,46.78538,41.70386,51.86689,3/5/18,11/6/18,2018
Republicans,38.7655,34.55056,42.98043,3/5/18,11/6/18,2018
Democrats,46.91282,41.89004,51.9356,3/6/18,11/6/18,2018
Republicans,38.80971,34.62383,42.99559,3/6/18,11/6/18,2018
Democrats,46.92503,41.90271,51.94734,3/7/18,11/6/18,2018
Republicans,38.85964,34.69364,43.02565,3/7/18,11/6/18,2018
Democrats,46.91534,41.89148,51.93919,3/8/18,11/6/18,2018
Republicans,38.87531,34.71728,43.03333,3/8/18,11/6/18,2018
Democrats,47.00069,41.99519,52.00618,3/9/18,11/6/18,2018
Republicans,38.91505,34.78269,43.04741,3/9/18,11/6/18,2018
Democrats,46.99594,41.9866,52.00527,3/10/18,11/6/18,2018
Republicans,38.9125,34.77712,43.04789,3/10/18,11/6/18,2018
Democrats,46.98077,41.9612,52.00034,3/11/18,11/6/18,2018
Republicans,38.92477,34.79006,43.05949,3/11/18,11/6/18,2018
Democrats,47.00048,41.98943,52.01152,3/12/18,11/6/18,2018
Republicans,38.87954,34.71913,43.03994,3/12/18,11/6/18,2018
Democrats,47.01274,42.00629,52.0192,3/13/18,11/6/18,2018
Republicans,38.86286,34.70509,43.02062,3/13/18,11/6/18,2018
Democrats,47.03365,42.02507,52.04222,3/14/18,11/6/18,2018
Republicans,38.89949,34.74531,43.05367,3/14/18,11/6/18,2018
Democrats,47.14837,42.15649,52.14024,3/15/18,11/6/18,2018
Republicans,38.87471,34.75399,42.99543,3/15/18,11/6/18,2018
Democrats,47.16309,42.17245,52.15373,3/16/18,11/6/18,2018
Republicans,38.8666,34.73891,42.99429,3/16/18,11/6/18,2018
Democrats,47.15503,42.15907,52.15099,3/17/18,11/6/18,2018
Republicans,38.89455,34.77452,43.01457,3/17/18,11/6/18,2018
Democrats,47.1306,42.11882,52.14238,3/18/18,11/6/18,2018
Republicans,38.903,34.7822,43.0238,3/18/18,11/6/18,2018
Democrats,47.13425,42.12012,52.14838,3/19/18,11/6/18,2018
Republicans,38.9003,34.77635,43.02425,3/19/18,11/6/18,2018
Democrats,47.09993,42.08603,52.11384,3/20/18,11/6/18,2018
Republicans,38.94453,34.81175,43.07731,3/20/18,11/6/18,2018
Democrats,47.09695,42.09932,52.09459,3/21/18,11/6/18,2018
Republicans,39.15152,34.98515,43.3179,3/21/18,11/6/18,2018
Democrats,46.85246,41.92326,51.78166,3/22/18,11/6/18,2018
Republicans,39.26216,35.14047,43.38385,3/22/18,11/6/18,2018
Democrats,46.8606,41.94049,51.78071,3/23/18,11/6/18,2018
Republicans,39.23586,35.09931,43.37241,3/23/18,11/6/18,2018
Democrats,46.85258,41.92659,51.77856,3/24/18,11/6/18,2018
Republicans,39.22908,35.08235,43.37581,3/24/18,11/6/18,2018
Democrats,46.84126,41.90791,51.77462,3/25/18,11/6/18,2018
Republicans,39.22664,35.07225,43.38103,3/25/18,11/6/18,2018
Democrats,46.67506,41.7378,51.61232,3/26/18,11/6/18,2018
Republicans,39.17179,34.99398,43.34961,3/26/18,11/6/18,2018
Democrats,46.67427,41.74121,51.60734,3/27/18,11/6/18,2018
Republicans,39.18334,35.0114,43.35529,3/27/18,11/6/18,2018
Democrats,46.66772,41.71617,51.61926,3/28/18,11/6/18,2018
Republicans,39.16816,34.98971,43.3466,3/28/18,11/6/18,2018
Democrats,46.67097,41.72524,51.6167,3/29/18,11/6/18,2018
Republicans,39.18523,35.01307,43.35739,3/29/18,11/6/18,2018
Democrats,46.70646,41.7874,51.62552,3/30/18,11/6/18,2018
Republicans,39.12246,34.9304,43.31451,3/30/18,11/6/18,2018
Democrats,46.7233,41.8126,51.634,3/31/18,11/6/18,2018
Republicans,39.11862,34.92794,43.3093,3/31/18,11/6/18,2018
Democrats,46.72857,41.81734,51.6398,4/1/18,11/6/18,2018
Republicans,39.1049,34.90409,43.30571,4/1/18,11/6/18,2018
Democrats,46.70887,41.78346,51.63428,4/2/18,11/6/18,2018
Republicans,39.09925,34.89594,43.30256,4/2/18,11/6/18,2018
Democrats,46.68593,41.78747,51.5844,4/3/18,11/6/18,2018
Republicans,39.11213,34.9157,43.30856,4/3/18,11/6/18,2018
Democrats,46.70033,41.79763,51.60303,4/4/18,11/6/18,2018
Republicans,39.10566,34.89973,43.31159,4/4/18,11/6/18,2018
Democrats,46.71111,41.81532,51.60689,4/5/18,11/6/18,2018
Republicans,39.09278,34.87641,43.30916,4/5/18,11/6/18,2018
Democrats,46.70024,41.79926,51.60123,4/6/18,11/6/18,2018
Republicans,39.0902,34.86744,43.31296,4/6/18,11/6/18,2018
Democrats,46.70015,41.79757,51.60274,4/7/18,11/6/18,2018
Republicans,39.09188,34.86582,43.31795,4/7/18,11/6/18,2018
Democrats,46.7249,41.82095,51.62884,4/8/18,11/6/18,2018
Republicans,39.06021,34.81781,43.3026,4/8/18,11/6/18,2018
Democrats,46.72337,41.82257,51.62417,4/9/18,11/6/18,2018
Republicans,39.0522,34.80254,43.30186,4/9/18,11/6/18,2018
Democrats,46.5461,41.67212,51.42007,4/10/18,11/6/18,2018
Republicans,39.20788,34.94324,43.47252,4/10/18,11/6/18,2018
Democrats,46.58643,41.72618,51.44667,4/11/18,11/6/18,2018
Republicans,39.21338,34.95168,43.47508,4/11/18,11/6/18,2018
Democrats,46.49456,41.72561,51.26351,4/12/18,11/6/18,2018
Republicans,39.38755,35.10773,43.66737,4/12/18,11/6/18,2018
Democrats,46.48195,41.71537,51.24854,4/13/18,11/6/18,2018
Republicans,39.40103,35.12447,43.67759,4/13/18,11/6/18,2018
Democrats,46.37459,41.61668,51.13251,4/14/18,11/6/18,2018
Republicans,39.40671,35.1573,43.65611,4/14/18,11/6/18,2018
Democrats,46.38819,41.64031,51.13607,4/15/18,11/6/18,2018
Republicans,39.40228,35.1482,43.65635,4/15/18,11/6/18,2018
Democrats,46.38543,41.63655,51.1343,4/16/18,11/6/18,2018
Republicans,39.41116,35.15538,43.66693,4/16/18,11/6/18,2018
Democrats,46.37455,41.62283,51.12628,4/17/18,11/6/18,2018
Republicans,39.41985,35.16193,43.67776,4/17/18,11/6/18,2018
Democrats,46.40631,41.65335,51.15928,4/18/18,11/6/18,2018
Republicans,39.42036,35.16083,43.67988,4/18/18,11/6/18,2018
Democrats,46.41095,41.66549,51.15641,4/19/18,11/6/18,2018
Republicans,39.41296,35.14454,43.68137,4/19/18,11/6/18,2018
Democrats,46.38479,41.63026,51.13932,4/20/18,11/6/18,2018
Republicans,39.44077,35.18201,43.69954,4/20/18,11/6/18,2018
Democrats,46.3731,41.61363,51.13258,4/21/18,11/6/18,2018
Republicans,39.44967,35.18859,43.71074,4/21/18,11/6/18,2018
Democrats,46.3475,41.57517,51.11982,4/22/18,11/6/18,2018
Republicans,39.45456,35.18935,43.71977,4/22/18,11/6/18,2018
Democrats,46.33306,41.56771,51.09842,4/23/18,11/6/18,2018
Republicans,39.47554,35.1996,43.75147,4/23/18,11/6/18,2018
Democrats,46.37143,41.61934,51.12352,4/24/18,11/6/18,2018
Republicans,39.44467,35.16002,43.72932,4/24/18,11/6/18,2018
Democrats,46.36671,41.64212,51.09131,4/25/18,11/6/18,2018
Republicans,39.36832,35.08509,43.65155,4/25/18,11/6/18,2018
Democrats,46.36247,41.64417,51.08077,4/26/18,11/6/18,2018
Republicans,39.37968,35.10065,43.65871,4/26/18,11/6/18,2018
