"","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","year","election_date","candidate_name","state","st_fips","cd_fips","st_cd_fips","dem_cand","rep_cand","DEM","REP"
"136","Meeting Street Insights","Washington Free Beacon","Meeting Street Insights","B/C","4/11/21","4/13/21","400","rv","2021","5/1/21","Patrick Moses","Texas","48","06","4806","Patrick Moses","Sery Kim","c(0, 3)","0"
"137","Meeting Street Insights","Washington Free Beacon","Meeting Street Insights","B/C","4/11/21","4/13/21","400","rv","2021","5/1/21","Manuel Richard Salazar","Texas","48","06","4806","Manuel Richard Salazar","Jenny Garcia Sharon","0","0"
"138","Meeting Street Insights","Washington Free Beacon","Meeting Street Insights","B/C","4/11/21","4/13/21","400","rv","2021","5/1/21","Michael Ballantine","Texas","48","06","4806","Daryl J. Eddings","Michael Ballantine","0","0"
"139","Meeting Street Insights","Washington Free Beacon","Meeting Street Insights","B/C","4/11/21","4/13/21","400","rv","2021","5/1/21","Matt Hinterlong","Texas","48","06","4806","Matt Hinterlong","Travis Rodermund","0","0"
"140","Data for Progress","Boot Texas Republicans | Way to Lead PAC","Data for Progress","B","4/5/21","4/12/21","344","lv","2021","5/1/21","Jana Lynne Sanchez","Texas","48","06","4806","Jana Lynne Sanchez","Susan Wright","16","22"
"141","Data for Progress","Boot Texas Republicans | Way to Lead PAC","Data for Progress","B","4/5/21","4/12/21","344","lv","2021","5/1/21","Jake Ellzey","Texas","48","06","4806","Lydia Bean","Jake Ellzey","9","13"
"142","Data for Progress","Boot Texas Republicans | Way to Lead PAC","Data for Progress","B","4/5/21","4/12/21","344","lv","2021","5/1/21","Lydia Bean","Texas","48","06","4806","Lydia Bean","Susan Wright","9","53"
"143","Data for Progress","Boot Texas Republicans | Way to Lead PAC","Data for Progress","B","4/5/21","4/12/21","344","lv","2021","7/27/21","Jana Lynne Sanchez","Texas","48","06","4806","Jana Lynne Sanchez","Susan Wright","43","53"
"144","Global Strategy Group",NA,"Global Strategy Group","B/C","3/11/21","3/16/21","500","lv","2021","5/1/21","Jana Lynne Sanchez","Texas","48","06","4806","Jana Lynne Sanchez","Susan Wright","9","18"
"145","Global Strategy Group",NA,"Global Strategy Group","B/C","3/11/21","3/16/21","500","lv","2021","5/1/21","Jake Ellzey","Texas","48","06","4806","Lydia Bean","Jake Ellzey","6","8"
"146","Global Strategy Group",NA,"Global Strategy Group","B/C","3/11/21","3/16/21","500","lv","2021","5/1/21","Shawn Lassiter","Texas","48","06","4806","Shawn Lassiter","Brian Harrison","4","6"
"147","Global Strategy Group",NA,"Global Strategy Group","B/C","3/11/21","3/16/21","500","lv","2021","5/1/21","Daniel Stephen Rodimer","Texas","48","06","4806","Patrick Moses","Daniel Stephen Rodimer","2","1"
"148","Victoria Research",NA,"Victoria Research & Consulting","B/C","3/9/21","3/12/21","450","lv","2021","5/1/21","Jana Lynne Sanchez","Texas","48","06","4806","Jana Lynne Sanchez","Susan Wright","17","21"
"149","Victoria Research",NA,"Victoria Research & Consulting","B/C","3/9/21","3/12/21","450","lv","2021","5/1/21","Jake Ellzey","Texas","48","06","4806","Lydia Bean","Jake Ellzey","5","8"
"150","Victoria Research",NA,"Victoria Research & Consulting","B/C","3/9/21","3/12/21","450","lv","2021","5/1/21","Shawn Lassiter","Texas","48","06","4806","Shawn Lassiter","Sery Kim","3","1"
"151","Victoria Research",NA,"Victoria Research & Consulting","B/C","3/9/21","3/12/21","450","lv","2021","5/1/21","Sery Kim","Texas","48","06","4806","Troy A. Carter","Sery Kim","35","1"
"152","Edgewater Research/My People Vote",NA,"Edgewater Research/My People Vote","B/C","3/2/21","3/7/21","651","lv","2021","3/20/21","Karen Carter Peterson","Louisiana","22","02","2202","Karen Carter Peterson","Claston Bernard","24","2"
"153","Silas Lee",NA,"Silas Lee",NA,"2/12/21","2/14/21","650","lv","2021","3/20/21","Karen Carter Peterson","Louisiana","22","02","2202","Karen Carter Peterson","Claston Bernard","19","2"
"154","Silas Lee",NA,"Silas Lee",NA,"2/12/21","2/14/21","650","lv","2021","3/20/21","Gary Chambers","Louisiana","22","02","2202","Gary Chambers","Claston Bernard","6","2"
"155","Silas Lee",NA,"Silas Lee",NA,"2/12/21","2/14/21","650","lv","2021","3/20/21","Claston Bernard","Louisiana","22","02","2202","Abigail A. Spanberger","Claston Bernard","51.6","2"
"156","Øptimus",NA,"Øptimus","B/C","10/31/20","11/2/20","505","lv","2020","11/3/20","Nicholas J. Freitas","Virginia","51","07","5107","Kara Eastman","Nicholas J. Freitas","45.7","41.4"
"157","University of Nevada Las Vegas Lee Business School",NA,"University of Nevada, Las Vegas Lee Business School","B/C","10/30/20","11/2/20","191","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Jill Schupp","Don Bacon","46","46.8"
"158","Change Research",NA,"Change Research","B-","10/30/20","11/2/20","597","lv","2020","11/3/20","Ann Wagner","Missouri","29","02","2902","Kara Eastman","Ann Wagner","48","46"
"159","Change Research",NA,"Change Research","B-","10/29/20","11/2/20","547","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Dana Balter","Don Bacon","46","47"
"160","Change Research",NA,"Change Research","B-","10/29/20","11/2/20","738","lv","2020","11/3/20","John Katko","New York","36","24","3624","Christina Hale","John Katko","46","44"
"161","Change Research",NA,"Change Research","B-","10/29/20","11/2/20","596","lv","2020","11/3/20","Victoria Spartz","Indiana","18","05","1805","Joyce Ann Elliott","Victoria Spartz","48","46"
"162","Change Research",NA,"Change Research","B-","10/29/20","11/2/20","586","lv","2020","11/3/20","French Hill","Arkansas","05","02","0502","Jared Forrest Golden","French Hill","53","48"
"163","Change Research",NA,"Change Research","B-","10/29/20","11/2/20","475","lv","2020","11/3/20","Dale John Crafts","Maine","23","02","2302","Marie Newman","Dale John Crafts","55.5","44"
"164","Victory Research",NA,"Victory Research","B/C","10/29/20","11/1/20","600","lv","2020","11/3/20","Mike Fricilone","Illinois","17","03","1703","Sean Casten","Mike Fricilone","54.7","32.2"
"165","Victory Research",NA,"Victory Research","B/C","10/29/20","11/1/20","600","lv","2020","11/3/20","Jeanne M. Ives","Illinois","17","06","1706","Cheri Bustos","Jeanne M. Ives","54.3","40.5"
"166","Victory Research",NA,"Victory Research","B/C","10/29/20","11/1/20","600","lv","2020","11/3/20","Esther Joy King","Illinois","17","17","1717","Kendra Horn","Esther Joy King","47","43.7"
"167","Change Research",NA,"Change Research","B-","10/29/20","11/1/20","607","lv","2020","11/3/20","Stephanie Bice","Oklahoma","40","05","4005","Kate Schroder","Stephanie Bice","45","47"
"168","Change Research",NA,"Change Research","B-","10/29/20","11/1/20","505","lv","2020","11/3/20","Steve Chabot","Ohio","39","01","3901","Kara Eastman","Steve Chabot","47.5","47"
"169","Emerson College Polling Society",NA,"Emerson College","A-","10/29/20","10/30/20","806","lv","2020","11/3/20","Don Bacon","Nebraska","31","02","3102","Cynthia Lee Wallace","Don Bacon","43","50.5"
"170","PPP","314 Action","Public Policy Polling","A-","10/28/20","10/29/20","750","v","2020","11/3/20","Dan Bishop","North Carolina","37","09","3709","Debra A. Haaland","Dan Bishop","58","45"
"171","Research & Polling","Albuquerque Journal","Research & Polling","A","10/23/20","10/29/20","430","lv","2020","11/3/20","Michelle Garcia Holmes","New Mexico","35","01","3501","Xochitl Torres Small","Michelle Garcia Holmes","46","37"
"172","Research & Polling","Albuquerque Journal","Research & Polling","A","10/23/20","10/29/20","403","lv","2020","11/3/20","Yvette Herrell","New Mexico","35","02","3502","Teresa Leger Fernandez","Yvette Herrell","58","48"
"173","Research & Polling","Albuquerque Journal","Research & Polling","A","10/23/20","10/29/20","347","lv","2020","11/3/20","Alexis Martinez Johnson","New Mexico","35","03","3503","Charlie Crist","Alexis Martinez Johnson","54.8","35"
"174","St. Pete Polls","Florida Politics","St. Pete Polls","B+","10/28/20","10/28/20","1280","lv","2020","11/3/20","Anna Paulina Luna","Florida","12","13","1213","Alyse S. Galvin","Anna Paulina Luna","44","38.6"
"175","Gravis Marketing",NA,"Gravis Marketing","B","10/26/20","10/28/20","770","lv","2020","11/3/20","Don Young","Alaska","02","01","0201","Chris Pappas","Don Young","48","49"
"176","U. New Hampshire",NA,"University of New Hampshire","B-","10/24/20","10/28/20","451","lv","2020","11/3/20","Matt Mowers","New Hampshire","33","01","3301","Ann McLane Kuster","Matt Mowers","51","50"
"177","U. New Hampshire",NA,"University of New Hampshire","B-","10/24/20","10/28/20","412","lv","2020","11/3/20","Steven Negron","New Hampshire","33","02","3302","Lynnette GreyBull","Steven Negron","28","41"
"178","University of Wyoming",NA,"University of Wyoming","C/D","10/8/20","10/28/20","614","lv","2020","11/3/20","Liz Cheney","Wyoming","56","01","5601","Hiral Tipirneni","Liz Cheney","45","58"
"179","PPP","314 Action","Public Policy Polling","A-","10/26/20","10/27/20","582","v","2020","11/3/20","David Schweikert","Arizona","04","06","0406","Amy Kennedy","David Schweikert","46","41"
"180","Stockton University",NA,"Stockton University","A/B","10/22/20","10/27/20","676","lv","2020","11/3/20","Jeff Van Drew","New Jersey","34","02","3402","Chris Pappas","Jeff Van Drew","49","45"
"181","St. Anselm",NA,"Saint Anselm College","A/B","10/23/20","10/26/20","560","lv","2020","11/3/20","Matt Mowers","New Hampshire","33","01","3301","Ann McLane Kuster","Matt Mowers","54","44"
"182","St. Anselm",NA,"Saint Anselm College","A/B","10/23/20","10/26/20","458","lv","2020","11/3/20","Steven Negron","New Hampshire","33","02","3302","Ammar Campa-Najjar","Steven Negron","40","39"
"183","SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/22/20","10/26/20","538","lv","2020","11/3/20","Darrell Issa","California","06","50","0650","Kendra Horn","Darrell Issa","44","51"
"184","Amber Integrated",NA,"Amber Integrated","B/C","10/22/20","10/25/20","500","lv","2020","11/3/20","Stephanie Bice","Oklahoma","40","05","4005","Chellie M. Pingree","Stephanie Bice","58","48.5"
"185","Colby College",NA,"Colby College","B/C","10/21/20","10/25/20","426","lv","2020","11/3/20","Jay T. Allen","Maine","23","01","2301","Jared Forrest Golden","Jay T. Allen","56","31"
"186","Colby College",NA,"Colby College","B/C","10/21/20","10/25/20","449","lv","2020","11/3/20","Dale John Crafts","Maine","23","02","2302","Alan M. Cohn","Dale John Crafts","44","31"
"187","Change Research","Florida Democratic Party","Change Research","B-","10/22/20","10/24/20","530","lv","2020","11/3/20","Scott Franklin","Florida","12","15","1215","Kathleen Williams","Scott Franklin","46","46"
"188","MSU - Billings",NA,"Montana State University Billings","B/C","10/19/20","10/24/20","546","lv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Susan Wild","Matt Rosendale","54","47"
"189","DeSales University","WFMZ-TV","DeSales University","B/C","10/11/20","10/24/20","448","lv","2020","11/3/20","Lisa Scheller","Pennsylvania","42","07","4207","Bryant Cameron Webb","Lisa Scheller","46","36"
"190","PPP","314 Action","Public Policy Polling","A-","10/21/20","10/22/20","910","v","2020","11/3/20","Bob Good","Virginia","51","05","5105","Dana Balter","Bob Good","45","43"
"191","Siena","Syracuse.com","Siena College","A","10/20/20","10/22/20","558","lv","2020","11/3/20","John Katko","New York","36","24","3624","Helane Seikaly","John Katko","44","45"
"192","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/19/20","10/22/20","432","lv","2020","11/3/20","Van Taylor","Texas","48","03","4803","Margaret Good","Van Taylor","38","42"
"193","Data Targeting",NA,"Data Targeting","B/C","10/19/20","10/21/20","400","lv","2020","11/3/20","Vern Buchanan","Florida","12","16","1216","Max N. Rose","Vern Buchanan","46","53"
"194","Marist","NBC 4 New York","Marist College","A","10/19/20","10/21/20","650","lv","2020","11/3/20","Nicole Malliotakis","New York","36","11","3611","Max N. Rose","Nicole Malliotakis","47","48"
"195","Marist","NBC 4 New York","Marist College","A","10/19/20","10/21/20","861","rv","2020","11/3/20","Nicole Malliotakis","New York","36","11","3611","Joyce Ann Elliott","Nicole Malliotakis","47","46"
"196","Anzalone Liszt Grove",NA,"ALG Research","B/C","10/16/20","10/21/20","500","lv","2020","11/3/20","French Hill","Arkansas","05","02","0502","Carolyn Long","French Hill","47","47"
"197","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/19/20","10/20/20","425","lv","2020","11/3/20","Jaime Herrera Beutler","Washington","53","03","5303","Diane Mitsch Bush","Jaime Herrera Beutler","44","49"
"198","DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/19/20","10/20/20","491","lv","2020","11/3/20","Lauren Boebert","Colorado","08","03","0803","Kathleen Williams","Lauren Boebert","46","43"
"199","Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","10/18/20","10/20/20","758","lv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Xochitl Torres Small","Matt Rosendale","47","50"
"200","Strategies 360",NA,"Strategies 360","B/C","10/16/20","10/20/20","406","lv","2020","11/3/20","Yvette Herrell","New Mexico","35","02","3502","Kendra Horn","Yvette Herrell","48.8","46"
"201","SoonerPoll.com","KWTV-DT Oklahoma City | KOTV-DT Tulsa","SoonerPoll","C+","10/15/20","10/20/20","943","lv","2020","11/3/20","Stephanie Bice","Oklahoma","40","05","4005","Kojo Asamoa-Caesar","Stephanie Bice","29.8","47"
"202","SoonerPoll.com","KWTV-DT Oklahoma City | KOTV-DT Tulsa","SoonerPoll","C+","10/15/20","10/20/20","1492","lv","2020","11/3/20","Kevin Hern","Oklahoma","40","01","4001","Abby Finkenauer","Kevin Hern","52","58.8"
"203","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","352","rv","2020","11/3/20","Ashley Hinson","Iowa","19","01","1901","Rita R. Hart","Ashley Hinson","49","44"
"204","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","355","rv","2020","11/3/20","Mariannette Miller-Meeks","Iowa","19","02","1902","Cindy Axne","Mariannette Miller-Meeks","52","43"
"205","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","426","rv","2020","11/3/20","David Young","Iowa","19","03","1903","J.D. Scholten","David Young","42","43"
"206","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","414","rv","2020","11/3/20","Randy Feenstra","Iowa","19","04","1904","Abby Finkenauer","Randy Feenstra","c(54, 56)","48"
"207","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","352","lv","2020","11/3/20","Ashley Hinson","Iowa","19","01","1901","Rita R. Hart","Ashley Hinson","c(51, 54)","c(44, 42)"
"208","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","355","lv","2020","11/3/20","Mariannette Miller-Meeks","Iowa","19","02","1902","Cindy Axne","Mariannette Miller-Meeks","c(53, 55)","c(42, 41)"
"209","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","426","lv","2020","11/3/20","David Young","Iowa","19","03","1903","J.D. Scholten","David Young","c(43, 44)","c(42, 41)"
"210","Monmouth U.",NA,"Monmouth University","A","10/15/20","10/20/20","414","lv","2020","11/3/20","Randy Feenstra","Iowa","19","04","1904","Kathleen Williams","Randy Feenstra","46","c(48, 47)"
"211","Strategies 360","KTVM NBC Montana","Strategies 360","B/C","10/15/20","10/20/20","500","lv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Kathleen Williams","Matt Rosendale","47","46"
"212","RMG Research","PoliticalIQ","RMG Research","B-","10/15/20","10/18/20","800","lv","2020","11/3/20","Matt Rosendale","Montana","30","01","3001","Desiree Tims","Matt Rosendale","45","47"
"213","Garin Hart Yang",NA,"Garin-Hart-Yang Research Group","B-","10/15/20","10/18/20","400","lv","2020","11/3/20","Mike Turner","Ohio","39","10","3910","Georgette Gómez","Mike Turner","27","49"
"214","SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/15/20","10/18/20","511","lv","2020","11/3/20","Sara Jacobs","California","06","53","0653","Sara Jacobs","David Madison Cawthorn","40","42"
"215","EMC Research",NA,"EMC Research","B/C","10/15/20","10/18/20","400","lv","2020","11/3/20","David Madison Cawthorn","North Carolina","37","11","3711","Dana Balter","David Madison Cawthorn","39","42"
"216","POS",NA,"Public Opinion Strategies","A-","10/15/20","10/18/20","400","lv","2020","11/3/20","John Katko","New York","36","24","3624","Susan Wild","John Katko","43.6","47"
"217","Franklin and Marshall College","lehighvalleylive.com","Franklin & Marshall College","B/C","10/12/20","10/18/20","447","lv","2020","11/3/20","Lisa Scheller","Pennsylvania","42","07","4207","Elaine G. Luria","Lisa Scheller","50","36.4"
"218","Christopher Newport U.",NA,"Christopher Newport University","A/B","10/8/20","10/18/20","807","lv","2020","11/3/20","Scott W. Taylor","Virginia","51","02","5102","Hillary Scholten","Scott W. Taylor","c(50, 46)","43"
"219","Strategic National",NA,"Strategic National","B/C","10/15/20","10/17/20","400","lv","2020","11/3/20","Peter Meijer","Michigan","26","03","2603","Stephen Daniel","Peter Meijer","41","c(42, 46)"
"220","GBAO",NA,"GBAO","B/C","10/13/20","10/17/20","400","lv","2020","11/3/20","Ron Wright","Texas","48","06","4806","Ben McAdams","Ron Wright","45","45"
"221","RMG Research","Deseret News | Hinckley Institute of Politics","RMG Research","B-","10/12/20","10/17/20","800","lv","2020","11/3/20","Burgess Owens","Utah","49","04","4904","Joe Cunningham","Burgess Owens","45","46"
"222","Strategic National",NA,"Strategic National","B/C","10/14/20","10/16/20","400","lv","2020","11/3/20","Nancy Mace","South Carolina","45","01","4501","Alan M. Cohn","Nancy Mace","40.5","47"
"223","St. Pete Polls","Florida Politics","St. Pete Polls","B+","10/15/20","10/15/20","943","lv","2020","11/3/20","Scott Franklin","Florida","12","15","1215","Alaina Shearer","Scott Franklin","44","48.5"
