Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support,President_party,H_incumbent,D_majorvote_pct,R_majorvote_pct,D_totalvote_pct,R_totalvote_pct,resid,unrate
1679,Gallup,1600,RV,6,21,2010,6,27,131,2010-06-27,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1680,Gallup,1600,RV,6,14,2010,6,20,138,2010-06-20,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1681,Gallup,1600,RV,6,7,2010,6,13,145,2010-06-13,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1682,Gallup,1600,RV,5,31,2010,6,6,152,2010-06-06,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1683,Gallup,1600,RV,5,24,2010,5,30,159,2010-05-30,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1684,Gallup,1600,RV,5,17,2010,5,23,166,2010-05-23,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1685,Gallup,1600,RV,5,10,2010,5,16,173,2010-05-16,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1686,Gallup,1600,RV,5,3,2010,5,8,180.5,2010-05-08,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1687,Gallup,1600,RV,4,26,2010,5,2,187,2010-05-02,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1688,Gallup,1600,RV,4,19,2010,4,25,194,2010-04-25,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1689,Gallup,1600,RV,4,12,2010,4,18,201,2010-04-18,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1690,Gallup,1613,RV,4,5,2010,4,11,208,2010-04-11,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1691,Gallup,1344,RV,3,29,2010,4,4,215,2010-04-04,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1692,Gallup,1550.514282,RV,3,22,2010,3,28,222,2010-03-28,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1693,Gallup,1547.733276,RV,3,15,2010,3,21,229,2010-03-21,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1694,Gallup,1544.952393,RV,3,8,2010,3,14,236,2010-03-14,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1695,Gallup,1542.171387,RV,3,1,2010,3,7,243,2010-03-07,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1696,Gallup,942,RV,2,1,2010,2,3,273,2010-02-03,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1698,Gallup,906,RV,10,1,2010,10,4,30.5,2010-10-04,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1699,Gallup,916,RV,7,10,2010,7,12,114,2010-07-12,D,50,D,D,46.53,53.47,45.06,51.79,-3.469999999999999,9.4
1701,Gallup (LV Higher Turnout)*,1900,LV,10,7,2010,10,17,21,2010-10-17,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1702,Gallup (LV Higher Turnout)*,1953,LV,9,30,2010,10,10,28,2010-10-10,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1703,Gallup (LV Higher Turnout)*,1882,LV,9,23,2010,10,3,35,2010-10-03,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1704,Gallup (LV Lower Turnout)*,1989,LV,10,14,2010,10,24,14,2010-10-24,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1705,Gallup (LV Lower Turnout)*,1900,LV,10,7,2010,10,17,21,2010-10-17,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1706,Gallup (LV Lower Turnout)*,1953,LV,9,30,2010,10,10,28,2010-10-10,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1707,Gallup (LV Lower Turnout)*,1882,LV,9,23,2010,10,3,35,2010-10-03,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1708,GWU/Battleground,1000,LV,4,5,2010,4,8,209.5,2010-04-08,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1709,GWU/Battleground,1000,LV,7,19,2010,7,23,104,2010-07-23,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1710,Ipsos-McClatchy,905,RV,5,6,2010,5,9,178.5,2010-05-09,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1711,Ipsos-McClatchy,950,RV,4,1,2010,4,5,213,2010-04-05,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1712,Ipsos-McClatchy,903,RV,8,27,2010,8,31,65,2010-08-31,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1713,Ipsos/McClatchy,846,RV,6,10,2010,6,13,143.5,2010-06-13,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1714,Ipsos/McClatchy,950,RV,2,26,2010,2,28,248,2010-02-28,D,47,D,D,46.53,53.47,45.06,51.79,-0.46999999999999886,9.4
1715,Ipsos/McClatchy,950,RV,10,29,2010,11,1,2.5,2010-11-01,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1716,McClatchy/Marist,350,LV,10,22,2010,10,25,9.5,2010-10-25,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1717,McClatchy/Marist,815,RV,9,14,2010,9,16,48,2010-09-16,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1718,McLaughlin & Associates (R),1000,LV,2,24,2010,2,25,250.5,2010-02-25,D,35,D,D,46.53,53.47,45.06,51.79,11.530000000000001,9.4
1719,McLaughlin & Associates (R),1000,LV,1,19,2010,1,20,286.5,2010-01-20,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1720,National Journal/FD,1116,RV,8,27,2010,8,30,65.5,2010-08-30,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1721,National Journal/FD,1200,A,4,22,2010,4,26,192,2010-04-26,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1722,Newsweek,773,LV,10,20,2010,10,21,12.5,2010-10-21,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1723,Newsweek,902,RV,9,29,2010,9,30,33.5,2010-09-30,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1724,Newsweek,856,RV,8,25,2010,8,26,68.5,2010-08-26,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1725,Newsweek,908,RV,2,17,2010,2,18,257.5,2010-02-18,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1726,NPR,850,LV,7,22,2010,7,26,101,2010-07-26,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1727,NPR,800,LV,3,10,2010,3,14,235,2010-03-14,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1728,NPR - POS/GQR,800,LV,1,20,2010,1,23,284.5,2010-01-23,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1729,Pew Research,1809,LV,10,27,2010,10,30,4.5,2010-10-30,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1730,Pew Research,1354,LV,10,13,2010,10,18,17.5,2010-10-18,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1731,Pew Research,2053,LV,8,25,2010,9,6,63,2010-09-06,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1732,Pew Research,2431,RV,7,21,2010,8,5,96.5,2010-08-05,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1733,Pew Research,1496,RV,6,16,2010,6,20,137,2010-06-20,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1734,Pew Research,1129,RV,2,3,2010,2,9,269,2010-02-09,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1735,Pew Research,1214,RV,1,6,2010,1,10,298,2010-01-10,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1738,Politico/GWU/Battleground,1000,LV,10,17,2010,10,20,14.5,2010-10-20,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1739,Politico/GWU/Battleground,1000,LV,9,19,2010,9,22,42.5,2010-09-22,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1740,Politico/GWU/Battleground,1000,LV,9,7,2010,9,9,55,2010-09-09,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1741,POS (R),800,LV,9,14,2010,9,16,48,2010-09-16,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1742,POS (R),900,RV,2,17,2010,2,18,257.5,2010-02-18,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1743,POS (R),800,LV,4,19,2010,4,21,196,2010-04-21,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1744,PPP (D),590,RV,9,10,2010,9,13,51.5,2010-09-13,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1745,PPP (D),606,RV,8,6,2010,8,9,86.5,2010-08-09,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1746,PPP (D),667,RV,7,9,2010,7,12,114.5,2010-07-12,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1747,PPP (D),650,RV,6,4,2010,6,7,149.5,2010-06-07,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1748,PPP (D),622,RV,4,9,2010,4,11,206,2010-04-11,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1749,PPP (D),1403,RV,3,12,2010,3,14,234,2010-03-14,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1750,PPP (D),584,RV,1,29,2010,1,31,276,2010-01-31,D,40,D,D,46.53,53.47,45.06,51.79,6.530000000000001,9.4
1751,PPP (D),1151,RV,1,18,2010,1,19,287.5,2010-01-19,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1754,PPP (D),766,RV,10,16,2010,10,19,15.5,2010-10-19,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1755,PPP (D),596,RV,8,27,2010,8,30,65.5,2010-08-30,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1756,Quinnipiac,1905,RV,8,31,2010,9,7,59.5,2010-09-07,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1757,Quinnipiac,2181,RV,7,13,2010,7,19,109,2010-07-19,D,38,D,D,46.53,53.47,45.06,51.79,8.530000000000001,9.4
1758,Quinnipiac,1914,RV,5,19,2010,5,24,164.5,2010-05-24,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1759,Quinnipiac,1907,RV,3,16,2010,3,21,228.5,2010-03-21,D,39,D,D,46.53,53.47,45.06,51.79,7.530000000000001,9.4
1760,Quinnipiac,3063,RV,6,23,2010,6,29,129,2010-06-29,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1761,Quinnipiac,3097,RV,5,26,2010,6,1,157,2010-06-01,D,42,D,D,46.53,53.47,45.06,51.79,4.530000000000001,9.4
1762,Quinnipiac,2041,RV,4,21,2010,4,27,192,2010-04-27,D,41,D,D,46.53,53.47,45.06,51.79,5.530000000000001,9.4
1763,Reuters/Ipsos,654,LV,10,28,2010,10,31,3.5,2010-10-31,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1764,Reuters/Ipsos,720,LV,10,7,2010,10,11,24,2010-10-11,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1765,Reuters/Ipsos,993,RV,9,16,2010,9,19,45.5,2010-09-19,D,46,D,D,46.53,53.47,45.06,51.79,0.5300000000000011,9.4
1766,Reuters/Ipsos,950,RV,8,19,2010,8,22,73.5,2010-08-22,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1767,Reuters/Ipsos,848,RV,7,22,2010,7,25,101.5,2010-07-25,D,44,D,D,46.53,53.47,45.06,51.79,2.530000000000001,9.4
1768,Time,827,LV,8,16,2010,8,17,77.5,2010-08-17,D,37,D,D,46.53,53.47,45.06,51.79,9.530000000000001,9.4
1769,Time,1003,A,7,12,2010,7,13,112.5,2010-07-13,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1770,USA Today/Gallup,928,RV,8,27,2010,8,30,65.5,2010-08-30,D,43,D,D,46.53,53.47,45.06,51.79,3.530000000000001,9.4
1771,USA Today/Gallup,1014,A,6,11,2010,6,13,143,2010-06-13,D,48,D,D,46.53,53.47,45.06,51.79,-1.4699999999999989,9.4
1772,USA Today/Gallup,968,RV,3,26,2010,3,28,220,2010-03-28,D,45,D,D,46.53,53.47,45.06,51.79,1.5300000000000011,9.4
1777,Reuters/Ipsos,1604,RV,6,15,2018,6,19,142,2018-06-19,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1778,USA Today/Suffolk,1000,RV,6,13,2018,6,18,143.5,2018-06-18,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
1779,Quinnipiac,905,RV,6,14,2018,6,17,143.5,2018-06-17,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1780,CNN,901,RV,6,14,2018,6,17,143.5,2018-06-17,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1781,Monmouth,711,RV,6,12,2018,6,13,146.5,2018-06-13,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1782,Economist/YouGov,1308,RV,6,10,2018,6,12,148,2018-06-12,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1783,Reuters/Ipsos,2018,RV,6,8,2018,6,12,149,2018-06-12,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
1784,Pew Research,1608,RV,6,5,2018,6,12,150.5,2018-06-12,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1785,FOX News,1001,RV,6,3,2018,6,6,154.5,2018-06-06,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1786,Economist/YouGov,1292,RV,6,3,2018,6,5,155,2018-06-05,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1787,Reuters/Ipsos,1265,RV,6,1,2018,6,5,156,2018-06-05,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1788,NBC News/Wall St. Jrnl,900,RV,6,1,2018,6,4,156.5,2018-06-04,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1789,Quinnipiac,1223,RV,5,31,2018,6,5,156.5,2018-06-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1790,IBD/TIPP,905,A,5,29,2018,6,5,157.5,2018-06-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1791,Economist/YouGov,1279,RV,5,27,2018,5,29,162,2018-05-29,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1792,Reuters/Ipsos,1931,RV,5,25,2018,5,29,163,2018-05-29,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
1793,Harvard-Harris,1347,RV,5,21,2018,5,22,168.5,2018-05-22,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1794,Economist/YouGov,1263,RV,5,20,2018,5,22,169,2018-05-22,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1795,Reuters/Ipsos,1080,RV,5,18,2018,5,22,170,2018-05-22,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
1796,Economist/YouGov,1231,RV,5,13,2018,5,15,176,2018-05-15,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1797,Reuters/Ipsos,1290,RV,5,11,2018,5,15,177,2018-05-15,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1798,CNN,901,RV,5,2,2018,5,5,186.5,2018-05-05,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1799,Economist/YouGov,1232,RV,5,6,2018,5,8,183,2018-05-08,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1800,Reuters/Ipsos,1171,RV,5,4,2018,5,8,184,2018-05-08,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
1801,Economist/YouGov,1273,RV,4,29,2018,5,1,190,2018-05-01,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1802,Reuters/Ipsos,1337,RV,4,27,2018,5,1,191,2018-05-01,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1803,Pew Research,1221,RV,4,25,2018,5,1,192,2018-05-01,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1804,Monmouth,681,RV,4,26,2018,4,30,192,2018-04-30,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1805,Harvard-Harris,1549,RV,4,22,2018,4,24,197,2018-04-24,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1806,Economist/YouGov,1270,RV,4,22,2018,4,24,197,2018-04-24,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1807,Quinnipiac,1193,RV,4,20,2018,4,24,198,2018-04-24,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1808,Reuters/Ipsos,1248,RV,4,20,2018,4,24,198,2018-04-24,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
1809,Economist/YouGov,1274,RV,4,15,2018,4,17,204,2018-04-17,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1810,NPR/PBS/Marist,827,RV,4,10,2018,4,13,208.5,2018-04-13,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1811,Reuters/Ipsos,1238,RV,4,13,2018,4,17,205,2018-04-17,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1812,ABC News/Wash Post,865,RV,4,8,2018,4,11,210.5,2018-04-11,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1814,Economist/YouGov,1292,RV,4,8,2018,4,10,211,2018-04-10,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1815,Quinnipiac,1181,RV,4,6,2018,4,9,212.5,2018-04-09,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
1816,Reuters/Ipsos,1219,RV,4,6,2018,4,10,212,2018-04-10,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1817,Economist/YouGov,1246,RV,4,1,2018,4,3,218,2018-04-03,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1818,Reuters/Ipsos,1519,RV,3,30,2018,4,3,219,2018-04-03,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1819,Harvard-Harris,1340,RV,3,27,2018,3,29,223,2018-03-29,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
1820,Reuters/Ipsos,1392,RV,3,23,2018,3,27,226,2018-03-27,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1821,Economist/YouGov,1330,RV,3,25,2018,3,27,225,2018-03-27,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1822,CNN,913,RV,3,22,2018,3,25,227.5,2018-03-25,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1823,Marist,1015,RV,3,19,2018,3,21,231,2018-03-21,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1824,FOX News,1014,RV,3,18,2018,3,21,231.5,2018-03-21,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
1825,Economist/YouGov,1284,RV,3,18,2018,3,20,232,2018-03-20,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1826,Quinnipiac,1291,RV,3,16,2018,3,20,233,2018-03-20,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1827,Reuters/Ipsos,1337,RV,3,16,2018,3,20,233,2018-03-20,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
1828,NBC News/Wall St. Jrnl,930,RV,3,10,2018,3,14,239,2018-03-14,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1829,Economist/YouGov,1291,RV,3,10,2018,3,13,239.5,2018-03-13,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1830,Reuters/Ipsos,1411,A,3,9,2018,3,13,240,2018-03-13,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1831,GWU/Battleground,1000,RV,3,4,2018,3,8,245,2018-03-08,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1832,Economist/YouGov,1310,RV,3,4,2018,3,6,246,2018-03-06,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1833,Reuters/Ipsos,2927,A,3,2,2018,3,6,247,2018-03-06,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1834,Quinnipiac,1122,RV,3,3,2018,3,5,247,2018-03-05,D,48,R,R,54.35,45.65,53.39,44.85,6.350000000000001,3.8
1835,Monmouth,708,RV,3,2,2018,3,5,247.5,2018-03-05,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1836,Economist/YouGov,1296,RV,2,25,2018,2,27,253,2018-02-27,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
1837,Reuters/Ipsos,1651,A,2,23,2018,2,27,254,2018-02-27,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
1838,USA Today/Suffolk,1000,RV,2,20,2018,2,24,257,2018-02-24,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1839,CNN,909,RV,2,20,2018,2,23,257.5,2018-02-23,D,54,R,R,54.35,45.65,53.39,44.85,0.3500000000000014,3.8
1840,Marist,819,RV,2,20,2018,2,21,258.5,2018-02-21,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
1841,Economist/YouGov,1308,RV,2,18,2018,2,20,260,2018-02-20,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1842,Reuters/Ipsos,1104,A,2,16,2018,2,20,261,2018-02-20,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1843,Harvard-Harris,1934,RV,2,16,2018,2,19,261.5,2018-02-19,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
1844,Quinnipiac,1249,RV,2,16,2018,2,19,261.5,2018-02-19,D,53,R,R,54.35,45.65,53.39,44.85,1.3500000000000014,3.8
1845,Economist/YouGov,1280,RV,2,11,2018,2,13,267,2018-02-13,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1846,Reuters/Ipsos,1515,A,2,9,2018,2,13,268,2018-02-13,D,39,R,R,54.35,45.65,53.39,44.85,15.350000000000001,3.8
1847,Marist,807,RV,2,5,2018,2,7,273,2018-02-07,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1848,Economist/YouGov,1320,RV,2,4,2018,2,6,274,2018-02-06,D,43,R,R,54.35,45.65,53.39,44.85,11.350000000000001,3.8
1849,Reuters/Ipsos,3110,A,2,2,2018,2,6,275,2018-02-06,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1851,IBD/TIPP,832,RV,1,25,2018,2,2,281,2018-02-02,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
1852,Monmouth,711,RV,1,28,2018,1,30,281,2018-01-30,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
1853,Economist/YouGov,1264,RV,1,28,2018,1,30,281,2018-01-30,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1854,Reuters/Ipsos,1856,A,1,26,2018,1,30,282,2018-01-30,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
1855,FOX News,1002,RV,1,21,2018,1,23,288,2018-01-23,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1856,Economist/YouGov,1301,RV,1,21,2018,1,23,288,2018-01-23,D,41,R,R,54.35,45.65,53.39,44.85,13.350000000000001,3.8
1857,Quinnipiac,1245,RV,1,19,2018,1,23,289,2018-01-23,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
1858,Reuters/Ipsos,2981,A,1,19,2018,1,23,289,2018-01-23,D,38,R,R,54.35,45.65,53.39,44.85,16.35,3.8
1859,ABC News/Wash Post,846,RV,1,15,2018,1,18,293.5,2018-01-18,D,51,R,R,54.35,45.65,53.39,44.85,3.3500000000000014,3.8
1860,CNN,948,RV,1,14,2018,1,18,294,2018-01-18,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1861,NBC News/Wall St. Jrnl,765,RV,1,13,2018,1,17,295,2018-01-17,D,49,R,R,54.35,45.65,53.39,44.85,5.350000000000001,3.8
1862,Economist/YouGov,1311,RV,1,14,2018,1,16,295,2018-01-16,D,42,R,R,54.35,45.65,53.39,44.85,12.350000000000001,3.8
1863,Reuters/Ipsos,1638,A,1,12,2018,1,16,296,2018-01-16,D,37,R,R,54.35,45.65,53.39,44.85,17.35,3.8
1864,Quinnipiac,1212,RV,1,12,2018,1,16,296,2018-01-16,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
1865,Pew Research,1215,RV,1,10,2018,1,15,297.5,2018-01-15,D,53,R,R,54.35,45.65,53.39,44.85,1.3500000000000014,3.8
1866,NPR/PBS/Marist,1092,RV,1,8,2018,1,10,301,2018-01-10,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
1867,Economist/YouGov,1327,RV,1,8,2018,1,9,301.5,2018-01-09,D,44,R,R,54.35,45.65,53.39,44.85,10.350000000000001,3.8
1868,Quinnipiac,1106,RV,1,5,2018,1,9,303,2018-01-09,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
1869,Reuters/Ipsos,1616,A,1,5,2018,1,9,303,2018-01-09,D,40,R,R,54.35,45.65,53.39,44.85,14.350000000000001,3.8
2010,Emerson,800,RV,12,6,2018,12,9,698,2018-12-09,D,46,R,R,54.35,45.65,53.39,44.85,8.350000000000001,3.8
2011,NBC News/Wall St. Jrnl,774,LV,11,1,2018,11,3,5,2018-11-03,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2012,CNN,1151,LV,11,1,2018,11,3,5,2018-11-03,D,55,R,R,54.35,45.65,53.39,44.85,-0.6499999999999986,3.8
2013,ABC News/Wash Post,737,LV,10,29,2018,11,1,8,2018-11-01,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
2014,Rasmussen Reports,2500,LV,10,28,2018,11,1,9,2018-11-01,D,45,R,R,54.35,45.65,53.39,44.85,9.350000000000001,3.8
2015,IBD/TIPP,798,LV,10,25,2018,11,3,12,2018-11-03,D,50,R,R,54.35,45.65,53.39,44.85,4.350000000000001,3.8
2016,Economist/YouGov,1296,RV,10,28,2018,10,30,9,2018-10-30,D,47,R,R,54.35,45.65,53.39,44.85,7.350000000000001,3.8
2017,NPR/PBS/Marist,509,LV,10,28,2018,10,29,9,2018-10-29,D,52,R,R,54.35,45.65,53.39,44.85,2.3500000000000014,3.8
