Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes,st_fips,state_abb,CD,district_num,district_id,WinnerParty,TotalVotesMajor,vote_margin,R_vote_margin
House,Florida,NA,2020,District 21,157612,"Loomer, Laura",Challenger,237925,"Frankel, Lois",Incumbent,No Party Affiliation,7544,"Malkemus, Charleston",Challenger,12,80313,D,1.87,39.85,60.15,"The other vote was: Caravetta, Sylvia (Write-in) 8; Blass, Piotr (Write-in) 4",12,FL,FL-21,21,FL21,D,395537,0.203048008,-0.203
House,Florida,NA,2020,District 22,166553,"Pruden, James",Challenger,235764,"Deutch, Ted",Incumbent,NA,NA,NA,NA,NA,69211,D,0,41.4,58.6,NA,12,FL,FL-22,22,FL22,D,402317,0.17203101,-0.172
House,Florida,NA,2020,District 23,158874,"Spalding, Carla",Challenger,221239,"Wasserman-Schultz, Debbie",Incumbent,Write-in,46,"Olson, Jeff",Challenger,37,62365,D,0.01,41.8,58.2,"The other vote was: Fugate, Demetrius (Write-in) 37",12,FL,FL-23,23,FL23,D,380113,0.164069632,-0.164
House,Florida,NA,2020,District 24,59084,"Spicer, Lavern",Challenger,218825,"Wilson, Frederica S.",Incumbent,No Party Affiliation,11703,"Olivo, Christine Alexandria",Challenger,26,159741,D,4.04,21.26,78.74,"The other vote was: Knepper, Howard (Write-in) 17; Rivera, Hector (Write-in) 9",12,FL,FL-24,24,FL24,D,277909,0.574796066,-0.5748
House,Florida,NA,2020,District 25,0,"Diaz-Balart, Mario",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,0,R,0,100,0,NA,12,FL,FL-25,25,FL25,R,0,NA,1
House,Florida,NA,2020,District 26,177223,"Gimenez, Carlos",Challenger,165407,"Mucarsel-Powell, Debbie",Incumbent,NA,NA,NA,NA,NA,11816,R,0,51.72,48.28,NA,12,FL,FL-26,26,FL26,R,342630,0.03448618,0.0344
House,Florida,NA,2020,District 27,176141,"Salazar, Maria Elvira",Challenger,166758,"Shalala, Donna",Incumbent,Write-in,76,"Polo, Frank E.",Challenger,NA,9383,R,0.02,51.37,48.63,NA,12,FL,FL-27,27,FL27,R,342899,0.027363743,0.0274
House,Georgia,NA,2020,District 1,189457,"Carter, Earl Leroy",Incumbent,135238,"Griggs, Joyce Marie",Challenger,NA,NA,NA,NA,NA,54219,R,0,58.35,41.65,NA,13,GA,GA-01,1,GA01,R,324695,0.166984401,0.167
House,Georgia,NA,2020,District 2,111620,"Cole, Donald Eugene",Challenger,161397,"Bishop, Sanford",Incumbent,NA,NA,NA,NA,NA,49777,D,0,40.88,59.12,NA,13,GA,GA-02,2,GA02,D,273017,0.18232198,-0.1824
House,Georgia,NA,2020,District 3,241526,"Ferguson, Drew",Incumbent,129792,"Almonord, Val",Challenger,NA,NA,NA,NA,NA,111734,R,0,65.05,34.95,NA,13,GA,GA-03,3,GA03,R,371318,0.300911887,0.301
House,Georgia,NA,2020,District 4,69393,"Ezammudeen, Johsie Cruz",Challenger,278906,"Johnson, Henry C. Jr.",Incumbent,NA,NA,NA,NA,NA,209513,D,0,19.92,80.08,NA,13,GA,GA-04,4,GA04,D,348299,0.601532017,-0.6016
House,Georgia,NA,2020,District 5,52646,"Stanton-King, Angela",Challenger,301857,"Williams, Nikema",Challenger,NA,NA,NA,NA,NA,249211,D,0,14.85,85.15,NA,13,GA,GA-05,5,GA05,D,354503,0.702986999,-0.703
House,Georgia,NA,2020,District 6,180329,"Handel, Karen",Challenger,216775,"McBath, Lucy Kay",Incumbent,NA,NA,NA,NA,NA,36446,D,0,45.41,54.59,NA,13,GA,GA-06,6,GA06,D,397104,0.091779483,-0.0918
House,Georgia,NA,2020,District 7,180564,"McCormick, Richard Dean",Challenger,190900,"Bourdeaux, Carolyn",Challenger,NA,NA,NA,NA,NA,10336,D,0,48.61,51.39,NA,13,GA,GA-07,7,GA07,D,371464,0.027825038,-0.0278
House,Georgia,NA,2020,District 8,198701,"Scott, Austin",Incumbent,109264,"Holliday, Lindsay Dozier",Challenger,NA,NA,NA,NA,NA,89437,R,0,64.52,35.48,NA,13,GA,GA-08,8,GA08,R,307965,0.290412872,0.2904
House,Georgia,NA,2020,District 9,292750,"Clyde, Andrew",Challenger,79797,"Pandy, Devin D.",Challenger,NA,NA,NA,NA,NA,212953,R,0,78.58,21.42,NA,13,GA,GA-09,9,GA09,R,372547,0.571613783,0.5716
House,Georgia,NA,2020,District 10,235810,"Hice, Jody",Incumbent,142636,"Johnson-Green, Tabitha A.",Challenger,NA,NA,NA,NA,NA,93174,R,0,62.31,37.69,NA,13,GA,GA-10,10,GA10,R,378446,0.246201572,0.2462
House,Georgia,NA,2020,District 11,245259,"Loudermilk, Barry",Incumbent,160623,"Barrett, Dana",Challenger,NA,NA,NA,NA,NA,84636,R,0,60.43,39.57,NA,13,GA,GA-11,11,GA11,R,405882,0.20852366,0.2086
House,Georgia,NA,2020,District 12,181038,"Allen, Rick",Incumbent,129061,"Johnson, Elizabeth",Challenger,NA,NA,NA,NA,NA,51977,R,0,58.38,41.62,NA,13,GA,GA-12,12,GA12,R,310099,0.167614214,0.1676
House,Georgia,NA,2020,District 13,81476,"Hites, Becky E.",Challenger,279045,"Scott, David",Incumbent,NA,NA,NA,NA,NA,197569,D,0,22.6,77.4,NA,13,GA,GA-13,13,GA13,D,360521,0.548009686,-0.548
House,Georgia,NA,2020,District 14,229827,"Greene, Marjorie Taylor",Challenger,77798,"Van Ausdal, Kevin",Challenger,NA,NA,NA,NA,NA,152029,R,0,74.71,25.29,NA,13,GA,GA-14,14,GA14,R,307625,0.494202357,0.4942
House,Hawaii,NA,2020,District 1,71188,"Curtis, Ron",Challenger,183245,"Case, Edward E.",Incumbent,NA,NA,NA,NA,NA,112057,D,0,27.98,72.02,NA,15,HI,HI-01,1,HI01,D,254433,0.440418499,-0.4404
House,Hawaii,NA,2020,District 2,84027,"Akana, Joseph S.",Challenger,171517,"Kahele, Kaial'i",Challenger,Libertarian,6785,"Tippens, Michelle Rose",Challenger,9773,87490,D,2.49,32.88,67.12,"The other vote was: Hoomanawanui, Jonathan (Aloha Aina) 6,453; Burrus, Ron (Non Partisan) 2,659; Giuffre, John (American Shopping Party) 661",15,HI,HI-02,2,HI02,D,255544,0.342367655,-0.3424
House,Idaho,NA,2020,District 1,310736,"Fulcher, Russell M.",Incumbent,131380,"Soto, Rudy",Challenger,Libertarian,16453,"Evans, Joe",Challenger,7,179356,R,3.59,70.28,29.72,The other vote was: Write-In (Pro-Life) 7,16,ID,ID-01,1,ID01,R,442116,0.405676338,0.4056
House,Idaho,NA,2020,District 2,250669,"Simpson, Michael K.",Incumbent,124151,"Swisher, Aaron",Challenger,Constitution,8573,Pro-Life,Challenger,7940,126518,R,2.19,66.88,33.12,"The other vote was: Law, Idaho Sierra (Libertarian) 7,940",16,ID,ID-02,2,ID02,R,374820,0.337543354,0.3376
House,Illinois,NA,2020,District 1,85027,"White, Philanise",Challenger,239943,"Rush, Bobby L.",Incumbent,Independent,153,"Pellegrini, Ruth",Challenger,NA,154916,D,0.05,26.16,73.84,NA,17,IL,IL-01,1,IL01,D,324970,0.476708619,-0.4768
House,Illinois,NA,2020,District 2,63142,"Raborn, Theresa",Challenger,234896,"Kelly, Robin L.",Incumbent,NA,NA,NA,NA,NA,171754,D,0,21.19,78.81,NA,17,IL,IL-02,2,IL02,D,298038,0.576282219,-0.5762
House,Illinois,NA,2020,District 3,133851,"Fricilone, Mike",Challenger,172997,"Newman, Marie",Challenger,NA,NA,NA,NA,NA,39146,D,0,43.62,56.38,NA,17,IL,IL-03,3,IL03,D,306848,0.127574565,-0.1276
House,Illinois,NA,2020,District 4,35518,"Solorio, Jesus",Challenger,187219,"Garcia, Jesus",Incumbent,NA,NA,NA,NA,NA,151701,D,0,15.95,84.05,NA,17,IL,IL-04,4,IL04,D,222737,0.681076786,-0.681
House,Illinois,NA,2020,District 5,96200,"Hanson, Tom",Challenger,255661,"Quigley, Mike",Incumbent,Write-in,9408,"Rowder, Frank",Challenger,2,159461,D,2.6,27.34,72.66,"The other vote was: Wilda, Thomas J. (Green) 2",17,IL,IL-05,5,IL05,D,351861,0.453193164,-0.4532
House,Illinois,NA,2020,District 6,183891,"Ives, Jeanne",Challenger,213777,"Casten, Sean",Incumbent,Libertarian,7079,"Redpath, William B.",Challenger,NA,29886,D,1.75,46.24,53.76,NA,17,IL,IL-06,6,IL06,D,397668,0.075153143,-0.0752
House,Illinois,NA,2020,District 7,41390,"Cameron, Craig",Challenger,249383,"Davis, Danny K.",Incumbent,Independent,19355,"Jennings, Tracy",Challenger,NA,207993,D,6.24,14.23,85.77,NA,17,IL,IL-07,7,IL07,D,290773,0.715310569,-0.7154
House,Illinois,NA,2020,District 8,0,NA,NA,186251,"Krishnamoorthi, Raja",Incumbent,Libertarian,68327,"Nelson, Preston",Challenger,NA,117924,D,26.84,0,100,NA,17,IL,IL-08,8,IL08,D,186251,0.633145594,-1
House,Illinois,NA,2020,District 9,107125,"Sangari, Sargis",Challenger,262045,"Schakowsky, Janice D.",Incumbent,NA,NA,NA,NA,NA,154920,D,0,29.02,70.98,NA,17,IL,IL-09,9,IL09,D,369170,0.419644066,-0.4196
House,Illinois,NA,2020,District 10,114442,"Mukherjee, Valerie Ramirez",Challenger,202402,"Schneider, Brad",Incumbent,Write-in,18,"Kopsick, Joseph William",Challenger,12,87960,D,0.01,36.12,63.88,"The other vote was: Rych, David (Write-in) 12",17,IL,IL-10,10,IL10,D,316844,0.277612958,-0.2776
House,Illinois,NA,2020,District 11,112807,"Laib, Rick",Challenger,194557,"Foster, Bill",Incumbent,Write-in,13,"Harlson, Jon",Challenger,NA,81750,D,0,36.7,63.3,NA,17,IL,IL-11,11,IL11,D,307364,0.265971291,-0.266
House,Illinois,NA,2020,District 12,194839,"Bost, Mike",Incumbent,127577,"Lenzi, Raymond",Challenger,NA,NA,NA,NA,NA,67262,R,0,60.43,39.57,NA,17,IL,IL-12,12,IL12,R,322416,0.208618679,0.2086
House,Illinois,NA,2020,District 13,181373,"Davis, Rodney L.",Incumbent,151648,"Dirksen Londrigan, Betsy",Challenger,NA,NA,NA,NA,NA,29725,R,0,54.46,45.54,NA,17,IL,IL-13,13,IL13,R,333021,0.089258635,0.0892
House,Illinois,NA,2020,District 14,197835,"Oberweis, Jim",Challenger,203209,"Underwood, Lauren",Incumbent,Write-in,8,"Monack, Joseph",Challenger,NA,5374,D,0,49.33,50.67,NA,17,IL,IL-14,14,IL14,D,401044,0.013400026,-0.0134
House,Illinois,NA,2020,District 15,244947,"Miller, Mary",Challenger,88559,"Weaver, Erika",Challenger,NA,NA,NA,NA,NA,156388,R,0,73.45,26.55,NA,17,IL,IL-15,15,IL15,R,333506,0.468921099,0.469
House,Illinois,NA,2020,District 16,218839,"Kinzinger, Adam",Incumbent,119313,"Brzozowski, Dani",Challenger,Write-in,4,"McCullough, Braden",Challenger,3,99526,R,0,64.72,35.28,"The other vote was: Jones, Roy (Write-in) 3",17,IL,IL-16,16,IL16,R,338152,0.294323263,0.2944
House,Illinois,NA,2020,District 17,143863,"King, Esther Joy",Challenger,156011,"Bustos, Cheri",Incumbent,Write-in,21,"Parker, General",Challenger,NA,12148,D,0.01,47.97,52.03,NA,17,IL,IL-17,17,IL17,D,299874,0.040510348,-0.0406
House,Illinois,NA,2020,District 18,261840,"LaHood, Darin",Incumbent,110039,"Petrilli, George",Challenger,NA,NA,NA,NA,NA,151801,R,0,70.41,29.59,NA,17,IL,IL-18,18,IL18,R,371879,0.408199979,0.4082
House,Indiana,NA,2020,District 1,132247,"Leyva, Mark J.",Challenger,185180,"Mrvan, Frank J.",Challenger,Libertarian,9521,"Strauss, Michael",Challenger,NA,52933,D,2.91,41.66,58.34,NA,18,IN,IN-01,1,IN01,D,317427,0.166756451,-0.1668
House,Indiana,NA,2020,District 2,183601,"Walorski, Jackie",Incumbent,114967,"Hackett, Patricia",Challenger,NA,NA,NA,NA,NA,68634,R,0,61.49,38.51,NA,18,IN,IN-02,2,IN02,R,298568,0.229877281,0.2298
House,Indiana,NA,2020,District 3,220989,"Banks, James",Incumbent,104762,"Coldiron, Chip",Challenger,NA,NA,NA,NA,NA,116227,R,0,67.84,32.16,NA,18,IN,IN-03,3,IN03,R,325751,0.356797063,0.3568
House,Indiana,NA,2020,District 4,225531,"Baird, James",Incumbent,112984,"Mackey, Joseph",Challenger,NA,NA,NA,NA,NA,112547,R,0,66.62,33.38,NA,18,IN,IN-04,4,IN04,R,338515,0.332472712,0.3324
House,Indiana,NA,2020,District 5,208212,"Spartz, Victoria",Challenger,191226,"Hale, Christina",Challenger,Libertarian,16788,"Tucker, Kenneth",Challenger,NA,16986,R,4.03,52.13,47.87,NA,18,IN,IN-05,5,IN05,R,399438,0.042524747,0.0426
House,Indiana,NA,2020,District 6,225319,"Pence, Gregory",Incumbent,91103,"Lake, Jeannine",Challenger,Libertarian,11791,"Ferkinhoff, Tom",Challenger,NA,134216,R,3.59,71.21,28.79,NA,18,IN,IN-06,6,IN06,R,316422,0.424167725,0.4242
House,Indiana,NA,2020,District 7,106146,"Smith, Susan Marie",Challenger,176422,"Carson, Andre D.",Incumbent,NA,NA,NA,NA,NA,70276,D,0,37.56,62.44,NA,18,IN,IN-07,7,IN07,D,282568,0.248704737,-0.2488
House,Indiana,NA,2020,District 8,214643,"Bucshon, Larry D.",Incumbent,95691,"Marsili, E. Thomasina",Challenger,Libertarian,10283,"Rodenberger, James D.",Challenger,NA,118952,R,3.21,69.17,30.83,NA,18,IN,IN-08,8,IN08,R,310334,0.383303151,0.3834
House,Indiana,NA,2020,District 9,222057,"Hollingsworth, Trey",Incumbent,122566,"Ruff, Andy",Challenger,Libertarian,14415,"Millis, Tonya L.",Challenger,NA,99491,R,4.01,64.43,35.57,NA,18,IN,IN-09,9,IN09,R,344623,0.288695183,0.2886
House,Iowa,NA,2020,District 1,212088,"Hinson, Ashley",Challenger,201347,"Finkenauer, Abby",Incumbent,Write-in,434,Write-In,Challenger,NA,10741,R,0.1,51.3,48.7,NA,19,IA,IA-01,1,IA01,R,413435,0.0259799,0.026
House,Iowa,NA,2020,District 2,196964,"Miller-Meeks, Mariannette",Challenger,196958,"Hart, Rita",Challenger,Write-in,703,Write-In,Challenger,NA,6,R,0.18,50,50,NA,19,IA,IA-02,2,IA02,R,393922,1.52E-05,0
House,Iowa,NA,2020,District 3,212997,"Young, David",Challenger,219205,"Axne, Cindy",Incumbent,Libertarian,15361,"Holder, Bryan Jack",Challenger,384,6208,D,3.43,49.28,50.72,The other vote was: Write-In (Write-in) 384,19,IA,IA-03,3,IA03,D,432202,0.014363654,-0.0144
House,Iowa,NA,2020,District 4,237369,"Feenstra, Randy",Challenger,144761,"Scholten, James",Challenger,Write-in,892,Write-In,Challenger,NA,92608,R,0.23,62.12,37.88,NA,19,IA,IA-04,4,IA04,R,382130,0.242346845,0.2424
House,Kansas,NA,2020,District 1,208229,"Mann, Tracey",Challenger,84393,"Barnett, Kali",Challenger,NA,NA,NA,NA,NA,123836,R,0,71.16,28.84,NA,20,KS,KS-01,1,KS01,R,292622,0.423194428,0.4232
House,Kansas,NA,2020,District 2,185464,"LaTurner, Jake",Challenger,136650,"De La Isla, Michelle",Challenger,Libertarian,14201,"Garrard, Robert",Challenger,NA,48814,R,4.22,57.58,42.42,NA,20,KS,KS-02,2,KS02,R,322114,0.151542622,0.1516
House,Kansas,NA,2020,District 3,178773,"Adkins, Amanda L.",Challenger,220049,"Davids, Sharice",Incumbent,Libertarian,11596,"Hohe, Steven A.",Challenger,NA,41276,D,2.83,44.83,55.17,NA,20,KS,KS-03,3,KS03,D,398822,0.103494792,-0.1034
House,Kansas,NA,2020,District 4,203432,"Estes, Ron",Incumbent,116166,"Lombard, Laura",Challenger,NA,NA,NA,NA,NA,87266,R,0,63.65,36.35,NA,20,KS,KS-04,4,KS04,R,319598,0.273049268,0.273
House,Kentucky,NA,2020,District 1,246329,"Comer, James R.",Incumbent,82141,"Rhodes, James",Challenger,NA,NA,NA,NA,NA,164188,R,0,74.99,25.01,NA,21,KY,KY-01,1,KY01,R,328470,0.499856912,0.4998
House,Kentucky,NA,2020,District 2,255735,"Guthrie, Brett",Incumbent,94643,"Linderman, Hank",Challenger,Libertarian,7588,"Perry, Robert Lee",Challenger,2433,161092,R,2.11,72.99,27.01,"The other vote was: Carter, Lewis (Populist) 2,431; Tribble, Poet J. (Write-in) 2",21,KY,KY-02,2,KY02,R,350378,0.45976631,0.4598
House,Kentucky,NA,2020,District 3,137425,"Palazzo, Rhonda",Challenger,230672,"Yarmuth, John",Incumbent,NA,NA,NA,NA,NA,93247,D,0,37.33,62.67,NA,21,KY,KY-03,3,KY03,D,368097,0.253321815,-0.2534
House,Kentucky,NA,2020,District 4,256613,"Massie, Thomas",Incumbent,125896,"Owensby, Alexandra",Challenger,NA,NA,NA,NA,NA,130717,R,0,67.09,32.91,NA,21,KY,KY-04,4,KY04,R,382509,0.34173575,0.3418
House,Kentucky,NA,2020,District 5,250914,"Rogers, Harold",Incumbent,47056,"Best, Matthew Ryan",Challenger,NA,NA,NA,NA,NA,203858,R,0,84.21,15.79,NA,21,KY,KY-05,5,KY05,R,297970,0.684156123,0.6842
House,Kentucky,NA,2020,District 6,216948,"Barr, Andy Garland",Incumbent,155011,"Hicks, Josh",Challenger,Libertarian,6491,"Harris, Frank",Challenger,NA,61937,R,1.72,58.33,41.67,NA,21,KY,KY-06,6,KY06,R,371959,0.166515664,0.1666
House,Louisiana,NA,2020,District 1,270330,"Scalise, Steve",Incumbent,94730,"Dugas, Lee Ann",Challenger,Libertarian,9309,"Kearney, Howard",Challenger,NA,175600,R,2.49,74.05,25.95,NA,22,LA,LA-01,1,LA01,R,365060,0.481016819,0.481
House,Louisiana,NA,2020,District 3,230480,"Higgins, Clay",Incumbent,60852,"Harris, Braylon",Challenger,Democrat,39423,"Anderson, Rob",Challenger,9365,169628,R,11.59,79.11,20.89,"The other vote was: LeLeux, Brandon (Libertarian) 9,365",22,LA,LA-03,3,LA03,R,291332,0.582249804,0.5822
House,Louisiana,NA,2020,District 4,185265,"Johnson, Mike",Incumbent,78157,"Houston, Kenny",Challenger,Democrat,23813,"Trundle, Ryan",Challenger,19343,107108,R,7.77,70.33,29.67,"The other vote was: Gibson, Ben (Republican) 19,343",22,LA,LA-04,4,LA04,R,263422,0.406602334,0.4066
House,Louisiana,NA,2020,District 2,47575,"Schilling, David M.",Challenger,201636,"Richmond, Cedric",Incumbent,Democrat,33684,"Harris, Glenn Adrain",Challenger,34087,154061,D,10.63,19.09,80.91,"The other vote was: Vincent, Sheldon C. Sr. (Republican) 15,565; Batiste, Belden (Independent) 12,268; James, Colby (Independent) 6,254",22,LA,LA-02,2,LA02,D,249211,0.618195023,-0.6182
House,Louisiana,NA,2020,District 5,102533,"Letlow, Luke J.",Challenger,50812,"Christophe, Sandra",Challenger,Republican,51240,"Harris, Lance",Challenger,104971,51293,R,16.55,66.86,33.14,"The other vote was: Lemelle, Martin Jr. (Democrat) 32,186; Robinson, Scotty (Republican) 23,887; Guillory, Allen Sr. (Republican) 22,496; Hasty, Matt (Republican) 9,834; Snowden, Phillip (Democrat) 9,432; Lagarde, Jesse P. (Democrat) 7,136",22,LA,LA-05,5,LA05,R,153345,0.334494115,0.3372
House,Louisiana,NA,2020,District 5,49183,"Letlow, Luke J.",Challenger,0,NA,NA,Republican,30124,"Harris, Lance",Challenger,NA,19059,R,37.98,100,0,"Luke Letlow died December 29, 2020, and so did not take is seat in the 117th Congress. A special election was scheduled for March 20, 2021, to fill his seat.",22,LA,LA-05,5,LA05,R,49183,0.387511945,1
House,Louisiana,NA,2020,District 6,265706,"Graves, Garret",Incumbent,95541,"Williams, Dartanyon A.",Challenger,Libertarian,9732,"Sloan, Shannon",Challenger,3017,170165,R,2.6,73.55,26.45,"The other vote was: Torregano, Richard (No Party) 3,017",22,LA,LA-06,6,LA06,R,361247,0.471048895,0.471
House,Maine,NA,2020,District 1,165008,"Allen, Jay Thomas",Challenger,271004,"Pingree, Chellie",Incumbent,Write-in,15,Scattered Write-Ins,Challenger,NA,105996,D,0,37.84,62.16,"Test Maine’s new ranked-choice voting system requires winning candidates to receive a majority vote. Candidates with the fewest ranked votes are eliminated, and their votes are transferred to the candidates ranked second on each voter’s ballot. This process continues until a candidate receives a majority. Round 2 counting is presented here as a runoff. In Round 2 counting, 3,375 votes were transferred to Adrienne Bennett, and 4,354 votes were transferred to Dale John Crafts.

[2] Maine’s new ranked-choice voting system requires winning candidates to receive a majority vote. Candidates with the fewest ranked votes are eliminated, and their votes are transferred to the candidates ranked second on each voter’s ballot. This process continues until a candidate receives a majority. Balloting in District 2 resulted in Round 2 counting, and is presented here as a runoff.",23,ME,ME-01,1,ME01,D,436012,0.243103401,-0.2432
House,Maine,NA,2020,District 2,175228,"Crafts, Dale John",Challenger,197974,"Golden, Jared",Incumbent,Write-in,33,Scattered Write-Ins,Challenger,NA,22746,D,0.01,46.95,53.05,NA,23,ME,ME-02,2,ME02,D,373202,0.060948226,-0.061
House,Maryland,NA,2020,District 1,250901,"Harris, Andy",Incumbent,143877,"Mason, Mia",Challenger,Write-in,746,Scattered Write-Ins,Challenger,NA,107024,R,0.19,63.55,36.45,NA,24,MD,MD-01,1,MD01,R,394778,0.2710992,0.271
House,Maryland,NA,2020,District 2,106355,"Salling, Johnny Ray",Challenger,224836,"Ruppersberger, C. A. Dutch",Incumbent,Write-in,835,Scattered Write-Ins,Challenger,NA,118481,D,0.25,32.11,67.89,NA,24,MD,MD-02,2,MD02,D,331191,0.357742209,-0.3578
House,Maryland,NA,2020,District 3,112117,"Anthony, Charles",Challenger,260358,"Sarbanes, John P.",Incumbent,Write-in,731,Scattered Write-Ins,Challenger,NA,148241,D,0.2,30.1,69.9,NA,24,MD,MD-03,3,MD03,D,372475,0.397989127,-0.398
House,Maryland,NA,2020,District 4,71671,"McDermott, George E.",Challenger,282119,"Brown, Anthony G.",Incumbent,Write-in,739,Scattered Write-Ins,Challenger,NA,210448,D,0.21,20.26,79.74,NA,24,MD,MD-04,4,MD04,D,353790,0.594838746,-0.5948
House,Maryland,NA,2020,District 5,123525,"Palombi, Christopher",Challenger,274210,"Hoyer, Steny H.",Incumbent,Write-in,1104,Scattered Write-Ins,Challenger,NA,150685,D,0.28,31.06,68.94,NA,24,MD,MD-05,5,MD05,D,397735,0.378857782,-0.3788
House,Maryland,NA,2020,District 6,143599,"Parrott, Neil Conrad",Challenger,215540,"Trone, David",Incumbent,Green,6893,"Gluck, George",Challenger,402,71941,D,1.88,39.98,60.02,"The other vote was: Scattered Write-Ins (Write-in) 356; Herrick, Jason (Unaffiliated) 46",24,MD,MD-06,6,MD06,D,359139,0.200315198,-0.2004
House,Maryland,NA,2020,District 7,92825,"Klacik, Kimberly",Challenger,237084,"Mfume, Kweisi",Incumbent,Write-in,1052,Scattered Write-Ins,Challenger,37,144259,D,0.32,28.14,71.86,"The other vote was: Smith, Charles U. (Write-in) 21; Bly, Raymond J. (Write-in) 16",24,MD,MD-07,7,MD07,D,329909,0.437269065,-0.4372
House,Maryland,NA,2020,District 8,127157,"Coll, Gregory Thomas",Challenger,274716,"Raskin, Jamie",Incumbent,Write-in,714,Scattered Write-Ins,Challenger,27,147559,D,0.18,31.64,68.36,"The other vote was: Young, Lih (Write-in) 27",24,MD,MD-08,8,MD08,D,401873,0.367178188,-0.3672
House,Massachusetts,NA,2020,District 1,0,NA,NA,275376,"Neal, Richard E.",Incumbent,Write-in,8682,Scattered Write-Ins,Challenger,1274,266694,D,3.04,0,100,"The other vote was: Morse, Alex B. (Write-in) 1,274",25,MA,MA-01,1,MA01,D,275376,0.968472198,-1
House,Massachusetts,NA,2020,District 2,132220,"Lovvorn, Tracy Lyn",Challenger,249854,"McGovern, James",Incumbent,Write-in,378,Scattered Write-Ins,Challenger,NA,117634,D,0.1,34.61,65.39,NA,25,MA,MA-02,2,MA02,D,382074,0.307882766,-0.3078
House,Massachusetts,NA,2020,District 3,0,NA,NA,286896,"Trahan, Lori",Incumbent,Write-in,6643,Scattered Write-Ins,Challenger,NA,280253,D,2.26,0,100,NA,25,MA,MA-03,3,MA03,D,286896,0.976845268,-1
House,Massachusetts,NA,2020,District 4,160474,"Hall, Julie",Challenger,251102,"Auchincloss, Jake",Challenger,Write-in,1247,Scattered Write-Ins,Challenger,NA,90628,D,0.3,38.99,61.01,NA,25,MA,MA-04,4,MA04,D,411576,0.220197485,-0.2202
House,Massachusetts,NA,2020,District 5,101351,"Colarusso, Caroline",Challenger,294427,"Clark, Katherine  M.",Incumbent,Write-in,405,Scattered Write-Ins,Challenger,NA,193076,D,0.1,25.61,74.39,NA,25,MA,MA-05,5,MA05,D,395778,0.487839142,-0.4878
House,Massachusetts,NA,2020,District 6,150695,"Moran, John Paul",Challenger,286377,"Moulton, Seth",Incumbent,Write-in,605,Scattered Write-Ins,Challenger,NA,135682,D,0.14,34.48,65.52,NA,25,MA,MA-06,6,MA06,D,437072,0.310433979,-0.3104
House,Massachusetts,NA,2020,District 7,0,NA,NA,267362,"Pressley, Ayanna",Incumbent,Unenrolled,38675,"Owens, Roy A. Sr.",Challenger,2613,228687,D,12.53,0,100,"The other vote was: Scattered Write-Ins (Write-in) 1,906; Campbell, Rayla (Write-in) 695; Miselman, Rachel Nicole (Write-in) 11; Joseph, Claudette N. (Write-in) 1",25,MA,MA-07,7,MA07,D,267362,0.855345935,-1
House,Massachusetts,NA,2020,District 8,0,NA,NA,310940,"Lynch, Stephen F.",Incumbent,Unenrolled,72060,"Lott, Jonathan D.",Challenger,2401,238880,D,18.7,0,100,"The other vote was: Scattered Write-Ins (Write-in) 2,401",25,MA,MA-08,8,MA08,D,310940,0.76825111,-1
House,Massachusetts,NA,2020,District 9,154261,"Brady, Helen",Challenger,260262,"Keating, William Richard",Incumbent,Unenrolled,9717,"Manley, Michael",Challenger,361,106001,D,2.29,37.21,62.79,The other vote was: Scattered Write-Ins (Write-in) 361,25,MA,MA-09,9,MA09,D,414523,0.255718018,-0.2558
