pollster,sample_size,type,dem,rep,bmonth,bday,year,emonth,eday,days_until_election
USA Today/Suffolk,1000,RV,51,37,6,25,2020,6,29,131
Economist/YouGov,1230,RV,48,41,6,21,2020,6,23,135
Economist/YouGov,1160,RV,49,40,6,14,2020,6,16,142
Economist/YouGov,1241,RV,47,39,6,7,2020,6,9,149
NBC News/Wall St. Jrnl,1000,RV,51,40,5,28,2020,6,2,159
Economist/YouGov,1244,RV,46,40,5,31,2020,6,2,156
Monmouth,742,RV,52,43,5,28,2020,6,1,159
Economist/YouGov,1157,RV,47,39,5,23,2020,5,26,164
Economist/YouGov,1235,RV,47,38,5,17,2020,5,19,170
Economist/YouGov,1175,RV,48,41,5,10,2020,5,12,177
Economist/YouGov,1209,RV,47,39,5,3,2020,5,5,184
Politico/Morning Consult,1987,RV,44,39,5,2,2020,5,3,185
Monmouth,739,RV,52,42,4,30,2020,5,4,187
Economist/YouGov,1222,RV,46,38,4,26,2020,4,28,191
Economist/YouGov,1144,RV,46,38,4,19,2020,4,21,198
Politico/Morning Consult,1991,RV,44,39,4,18,2020,4,19,199
Economist/YouGov,1166,RV,47,40,4,12,2020,4,14,205
Economist/YouGov,1147,RV,48,39,4,5,2020,4,7,212
Politico/Morning Consult,1990,RV,46,38,4,3,2020,4,5,214
Economist/YouGov,1194,RV,48,39,3,29,2020,3,31,219
Grinnell/Selzer,777,LV,50,41,3,27,2020,3,30,221
Economist/YouGov,1129,RV,49,39,3,15,2020,3,17,233
Economist/YouGov,1191,RV,47,42,3,8,2020,3,10,240
Politico/Morning Consult,1992,RV,46,40,3,6,2020,3,8,242
CNN,1084,RV,53,44,3,4,2020,3,7,244
Economist/YouGov,1134,RV,51,38,3,1,2020,3,3,247
Economist/YouGov,1184,RV,48,40,2,23,2020,2,25,254
Politico/Morning Consult,1992,RV,45,39,2,21,2020,2,23,256
Economist/YouGov,1150,RV,48,41,2,16,2020,2,18,261
NPR/PBS/Marist,1164,RV,48,40,2,13,2020,2,16,264
Politico/Morning Consult,1996,RV,45,41,2,7,2020,1,9,270
Economist/YouGov,1140,RV,48,40,2,9,2020,2,11,268
Economist/YouGov,1277,RV,48,41,2,2,2020,2,4,275
NBC News/Wall St. Jrnl,1000,RV,49,43,1,26,2020,1,29,282
Economist/YouGov,1182,RV,48,39,1,26,2020,1,28,282
Politico/Morning Consult,1992,RV,45,39,1,24,2020,1,26,284
Economist/YouGov,1176,RV,44,43,1,19,2020,1,21,289
Economist/YouGov,1108,RV,46,42,1,11,2020,1,14,297
Politico/Morning Consult,1996,RV,42,39,1,10,2020,1,12,298
Economist/YouGov,1185,RV,48,40,1,5,2020,1,7,303
Economist/YouGov,1123,RV,50,40,12,28,2019,12,31,311
Economist/YouGov,1240,RV,47,41,12,22,2019,12,24,317
NBC News/Wall St. Jrnl,733,RV,49,42,12,14,2019,12,17,325
Economist/YouGov,1164,RV,48,40,12,14,2019,12,17,325
Economist/YouGov,1209,RV,48,40,12,7,2019,12,10,332
Economist/YouGov,1200,RV,47,41,12,1,2019,12,3,338
Economist/YouGov,1189,RV,47,41,11,24,2019,11,26,345
Politico/Morning Consult,1988,RV,45,36,11,22,2019,11,24,347
Economist/YouGov,1224,RV,46,39,11,17,2019,11,19,352
NPR/PBS/Marist,988,RV,46,41,11,11,2019,11,15,358
Economist/YouGov,1206,RV,49,40,11,10,2019,11,12,359
Politico/Morning Consult,1993,RV,45,37,11,8,2019,11,10,361
Economist/YouGov,1201,RV,47,41,11,3,2019,11,5,366
NBC News/Wall St. Jrnl,720,RV,49,42,10,27,2019,10,30,373
Economist/YouGov,1274,RV,47,41,10,27,2019,10,29,373
Politico/Morning Consult,1997,RV,46,38,10,25,2019,10,28,375
USA Today/Suffolk,1000,RV,46,46,10,23,2019,10,26,377
Economist/YouGov,1204,RV,48,40,10,20,2019,10,22,380
Economist/YouGov,1136,RV,49,39,10,13,2019,10,15,387
Politico/Morning Consult,1993,RV,45,36,10,11,2019,10,13,389
GU Politics/Battleground,1000,LV,48,42,10,6,2019,10,10,394
NPR/PBS/Marist,926,RV,43,40,10,3,2019,10,8,397
Economist/YouGov,1241,RV,46,42,10,6,2019,10,8,394
Economist/YouGov,1087,RV,47,40,9,28,2019,10,1,402
Politico/Morning Consult,2488,RV,46,38,9,27,2019,9,30,403
Economist/YouGov,1198,RV,47,39,9,22,2019,9,24,408
Economist/YouGov,1184,RV,47,39,9,14,2019,9,17,416
Politico/Morning Consult,1994,RV,44,37,9,13,2019,9,16,417
Economist/YouGov,1188,RV,49,38,9,8,2019,9,10,422
Economist/YouGov,1069,RV,46,41,9,1,2019,9,3,429
Economist/YouGov,1093,RV,48,37,8,24,2019,8,27,437
Politico/Morning Consult,1987,RV,45,37,8,23,2019,8,25,438
Economist/YouGov,1111,RV,47,39,8,17,2019,8,20,444
Economist/YouGov,1127,RV,48,38,8,10,2019,8,13,451
Politico/Morning Consult,1993,RV,43,37,8,9,2019,8,11,452
Economist/YouGov,1161,RV,48,38,8,3,2019,8,6,458
Economist/YouGov,1101,RV,48,37,7,27,2019,7,30,465
Politico/Morning Consult,1994,RV,42,38,7,25,2019,7,27,467
Economist/YouGov,1212,RV,47,40,7,21,2019,7,23,471
Economist/YouGov,1149,RV,47,40,7,14,2019,7,16,478
Politico/Morning Consult,1984,RV,44,35,7,12,2019,7,14,480
Economist/YouGov,1140,RV,47,38,7,7,2019,7,9,485
Economist/YouGov,1265,RV,48,39,6,30,2019,7,2,492
Politico/Morning Consult,1472,RV,45,35,6,29,2019,7,1,493
Economist/YouGov,1111,RV,46,40,6,22,2019,6,25,500
Politico/Morning Consult,1991,RV,44,38,6,21,2019,6,24,501
Economist/YouGov,1202,RV,47,39,6,16,2019,6,18,506
Politico/Morning Consult,1992,RV,43,37,6,14,2019,6,16,508
Economist/YouGov,1107,RV,46,40,6,9,2019,6,11,513
Economist/YouGov,1120,RV,48,39,5,26,2019,5,28,527
Politico/Morning Consult,1995,RV,43,37,5,10,2019,5,12,543
Politico/Morning Consult,1992,RV,45,34,4,19,2019,4,21,564
Politico/Morning Consult,1998,RV,42,39,4,12,2019,4,14,571
Politico/Morning Consult,1992,RV,45,36,4,5,2019,4,7,578
GU Politics/Battleground,1000,RV,42,37,3,31,2019,4,4,583
Politico/Morning Consult,1945,RV,42,40,3,29,2019,4,1,585
PPP (D),846,RV,51,40,3,27,2019,3,28,587
Politico/Morning Consult,1994,RV,43,38,3,22,2019,3,24,592
Politico/Morning Consult,1994,RV,42,36,2,22,2019,2,24,620
Emerson,1000,RV,53,47,2,14,2019,2,16,628
Emerson,942,RV,52,48,1,20,2019,1,21,653
Politico/Morning Consult,1996,RV,43,38,1,18,2019,1,22,655
Emerson,800,RV,46,44,12,6,2018,12,9,698
NBC News/Wall St. Jrnl,774,LV,50,43,11,1,2018,11,3,5
CNN,1151,LV,55,42,11,1,2018,11,3,5
ABC News/Wash Post,737,LV,52,44,10,29,2018,11,1,8
Rasmussen Reports,2500,LV,45,46,10,28,2018,11,1,9
IBD/TIPP,798,LV,50,41,10,25,2018,11,3,12
Economist/YouGov,1296,RV,47,42,10,28,2018,10,30,9
NPR/PBS/Marist,509,LV,52,43,10,28,2018,10,29,9
Harvard-Harris,1835,RV,47,38,10,26,2018,10,28,11
Reuters/Ipsos,1383,LV,49,42,10,24,2018,10,30,13
Rasmussen Reports,2500,LV,47,44,10,21,2018,10,25,16
Economist/YouGov,1233,RV,47,41,10,21,2018,10,23,16
NPR/PBS/Marist,738,RV,50,40,10,21,2018,10,23,16
Reuters/Ipsos,2062,LV,49,42,10,17,2018,10,23,20
USA Today/Suffolk,1000,LV,51,43,10,18,2018,10,22,19
Rasmussen Reports,2500,LV,47,44,10,14,2018,10,18,23
NBC News/Wall St. Jrnl,645,LV,50,41,10,14,2018,10,17,23
Economist/YouGov,1273,RV,46,41,10,14,2018,10,16,23
FOX News,841,LV,49,42,10,13,2018,10,16,24
Reuters/Ipsos,1194,LV,51,40,10,10,2018,10,16,27
ABC News/Wash Post,991,RV,53,42,10,8,2018,10,11,29
Rasmussen Reports,2500,LV,45,44,10,7,2018,10,11,30
Economist/YouGov,1162,RV,47,41,10,7,2018,10,9,30
Reuters/Ipsos,2012,LV,50,38,10,3,2018,10,9,34
CNBC,800,A,42,36,10,4,2018,10,7,33
CNN,739,LV,54,41,10,4,2018,10,7,33
Emerson,1000,RV,50,42,10,1,2018,10,4,36
Rasmussen Reports,2500,LV,45,45,9,30,2018,10,4,37
Economist/YouGov,1227,RV,45,40,9,30,2018,10,2,37
NPR/PBS/Marist,996,RV,48,42,10,1,2018,10,1,36
IBD/TIPP,846,RV,45,43,9,27,2018,10,3,40
Reuters/Ipsos,1840,LV,50,38,9,26,2018,10,2,41
Harvard-Harris,1330,RV,45,37,9,29,2018,9,30,38
Quinnipiac,1111,RV,49,42,9,27,2018,9,30,40
Rasmussen Reports,2500,LV,47,42,9,23,2018,9,27,44
Harvard-Harris,1228,RV,45,36,9,26,2018,9,27,41
Economist/YouGov,1238,RV,46,38,9,23,2018,9,25,44
NPR/PBS/Marist,802,RV,48,41,9,22,2018,9,24,45
Reuters/Ipsos,1425,LV,48,41,9,19,2018,9,25,48
Pew Research,1439,RV,52,42,9,18,2018,9,24,49
Gallup,1308,RV,51,42,9,17,2018,9,23,50
Rasmussen Reports,2500,LV,46,43,9,16,2018,9,20,51
FOX News,818,LV,49,42,9,16,2018,9,19,51
NBC News/Wall St. Jrnl,594,LV,51,43,9,16,2018,9,19,51
Economist/YouGov,1195,RV,45,41,9,16,2018,9,18,51
Reuters/Ipsos,1304,LV,48,41,9,12,2018,9,18,55
Rasmussen Reports,2500,LV,47,42,9,9,2018,9,13,58
Economist/YouGov,1220,RV,44,41,9,9,2018,9,11,58
Reuters/Ipsos,1226,LV,49,41,9,5,2018,9,11,62
Quinnipiac,1038,RV,52,38,9,6,2018,9,9,61
CNN,775,LV,52,42,9,6,2018,9,9,61
NPR/Marist,777,RV,50,38,9,5,2018,9,9,62
Rasmussen Reports,2500,LV,46,42,9,2,2018,9,6,65
Economist/YouGov,1254,RV,45,40,9,2,2018,9,4,65
Reuters/Ipsos,2012,RV,44,35,8,29,2018,9,4,69
Grinnell/Selzer,779,LV,45,43,8,29,2018,9,2,69
Emerson,1000,RV,52,39,8,29,2018,8,31,69
Rasmussen Reports,2500,LV,46,42,8,26,2018,8,30,72
ABC News/Wash Post,879,RV,52,38,8,26,2018,8,29,72
Economist/YouGov,1249,RV,45,39,8,26,2018,8,28,72
USA Today/Suffolk,1000,RV,50,39,8,23,2018,8,28,75
IBD/TIPP,857,RV,50,39,8,23,2018,8,30,75
Reuters/Ipsos,2920,RV,47,34,8,22,2018,8,28,76
Harvard-Harris,1330,RV,45,37,8,22,2018,8,23,76
Rasmussen Reports,2500,LV,46,41,8,19,2018,8,23,79
NBC News/Wall St. Jrnl,900,RV,50,42,8,18,2018,8,22,80
Economist/YouGov,1247,RV,44,38,8,19,2018,8,21,79
FOX News,1009,RV,49,38,8,19,2018,8,21,79
Reuters/Ipsos,1885,RV,41,37,8,15,2018,8,21,83
Monmouth,725,RV,48,43,8,15,2018,8,19,83
Rasmussen Reports,2500,LV,44,44,8,12,2018,8,16,86
Economist/YouGov,1250,RV,44,40,8,12,2018,8,14,86
Reuters/Ipsos,1860,RV,45,36,8,8,2018,8,14,90
Quinnipiac,1175,RV,51,42,8,9,2018,8,13,89
CNN,921,RV,52,41,8,9,2018,8,12,89
Pew Research,3986,RV,46,39,7,30,2018,8,12,99
Rasmussen Reports,2500,LV,48,41,8,5,2018,8,9,93
Economist/YouGov,1289,RV,44,41,8,5,2018,8,7,93
Reuters/Ipsos,1479,RV,41,39,8,3,2018,8,7,95
Rasmussen Reports,2500,LV,45,41,7,29,2018,8,2,100
IBD/TIPP,878,RV,45,45,7,26,2018,8,2,103
Economist/YouGov,1222,RV,44,40,7,29,2018,7,31,100
Reuters/Ipsos,1571,RV,42,36,7,27,2018,7,31,102
Rasmussen Reports,2500,LV,46,40,7,22,2018,7,26,107
Harvard-Harris,1323,RV,43,36,7,24,2018,7,25,105
Economist/YouGov,1203,RV,44,38,7,22,2018,7,24,107
Reuters/Ipsos,1165,RV,42,37,7,20,2018,7,24,109
NPR/PBS/Marist,923,RV,47,40,7,19,2018,7,22,110
Quinnipiac,1177,RV,51,39,7,18,2018,7,23,111
Rasmussen Reports,2500,LV,47,40,7,15,2018,7,19,114
NBC News/Wall St. Jrnl,900,RV,49,43,7,15,2018,7,18,114
Economist/YouGov,1272,RV,45,37,7,15,2018,7,17,114
Rasmussen Reports,2500,LV,46,41,7,8,2018,7,12,121
Reuters/Ipsos,2357,RV,44,35,7,13,2018,7,17,116
FOX News,1007,RV,48,40,7,9,2018,7,11,120
Economist/YouGov,1246,RV,42,38,7,8,2018,7,10,121
Reuters/Ipsos,1295,RV,47,34,7,6,2018,7,10,123
Emerson,900,RV,49,42,7,6,2018,7,7,123
Rasmussen Reports,2500,LV,48,40,7,1,2018,7,5,128
Economist/YouGov,1263,RV,42,38,7,1,2018,7,3,128
Rasmussen Reports,2500,LV,46,40,6,24,2018,6,28,135
Reuters/Ipsos,2252,RV,44,34,6,28,2018,7,2,131
Quinnipiac,1020,RV,50,41,6,27,2018,7,1,132
Harvard-Harris,1448,RV,45,36,6,24,2018,6,25,135
IBD/TIPP,900,A,48,40,6,21,2018,6,29,138
Economist/YouGov,1278,RV,43,38,6,24,2018,6,26,135
Reuters/Ipsos,1199,RV,41,38,6,22,2018,6,26,137
Rasmussen Reports,2500,LV,45,41,6,17,2018,6,21,142
Economist/YouGov,1272,RV,44,37,6,17,2018,6,19,142
Reuters/Ipsos,1604,RV,42,36,6,15,2018,6,19,144
USA Today/Suffolk,1000,RV,45,39,6,13,2018,6,18,146
Quinnipiac,905,RV,49,43,6,14,2018,6,17,145
CNN,901,RV,50,42,6,14,2018,6,17,145
Gallup,1346,RV,48,43,6,11,2018,6,17,148
Monmouth,711,RV,48,41,6,12,2018,6,13,147
Rasmussen Reports,2500,LV,45,41,6,10,2018,6,14,149
Economist/YouGov,1308,RV,43,37,6,10,2018,6,12,149
Reuters/Ipsos,2018,RV,45,35,6,8,2018,6,12,151
PPP (D),679,RV,46,40,6,8,2018,6,10,151
Pew Research,1608,RV,48,43,6,5,2018,6,12,154
Rasmussen Reports,2500,LV,44,40,6,3,2018,6,7,156
FOX News,1001,RV,48,39,6,3,2018,6,6,156
Economist/YouGov,1292,RV,44,38,6,3,2018,6,5,156
Reuters/Ipsos,1265,RV,43,32,6,1,2018,6,5,158
NBC News/Wall St. Jrnl,900,RV,50,40,6,1,2018,6,4,158
Quinnipiac,1223,RV,47,40,5,31,2018,6,5,159
IBD/TIPP,905,A,47,40,5,29,2018,6,5,161
Rasmussen Reports,2500,LV,45,41,5,27,2018,5,31,163
Economist/YouGov,1279,RV,42,39,5,27,2018,5,29,163
Reuters/Ipsos,1931,RV,39,37,5,25,2018,5,29,165
Rasmussen Reports,2500,LV,43,42,5,21,2018,5,25,169
Harvard-Harris,1347,RV,44,37,5,21,2018,5,22,169
Economist/YouGov,1263,RV,43,38,5,20,2018,5,22,170
Reuters/Ipsos,1080,RV,40,37,5,18,2018,5,22,172
Rasmussen Reports,2500,LV,43,42,5,13,2018,5,17,177
Economist/YouGov,1231,RV,42,37,5,13,2018,5,15,177
Reuters/Ipsos,1290,RV,38,37,5,11,2018,5,15,179
Rasmussen Reports,2500,LV,46,40,5,6,2018,5,10,184
CNN,901,RV,47,44,5,2,2018,5,5,188
Economist/YouGov,1232,RV,44,35,5,6,2018,5,8,184
Reuters/Ipsos,1171,RV,39,38,5,4,2018,5,8,186
Economist/YouGov,1273,RV,42,39,4,29,2018,5,1,191
Reuters/Ipsos,1337,RV,43,37,4,27,2018,5,1,193
Pew Research,1221,RV,48,43,4,25,2018,5,1,195
Monmouth,681,RV,49,41,4,26,2018,4,30,194
Harvard-Harris,1549,RV,43,34,4,22,2018,4,24,198
Economist/YouGov,1270,RV,43,38,4,22,2018,4,24,198
Quinnipiac,1193,RV,48,40,4,20,2018,4,24,200
Reuters/Ipsos,1248,RV,45,34,4,20,2018,4,24,200
Economist/YouGov,1274,RV,43,38,4,15,2018,4,17,205
NPR/PBS/Marist,827,RV,44,39,4,10,2018,4,13,210
Reuters/Ipsos,1238,RV,44,34,4,13,2018,4,17,207
ABC News/Wash Post,865,RV,47,43,4,8,2018,4,11,212
NBC News/Wall St. Jrnl,900,A,47,40,4,8,2018,4,11,212
Economist/YouGov,1292,RV,44,36,4,8,2018,4,10,212
Rasmussen Reports,1000,LV,45,40,4,8,2018,4,9,212
Quinnipiac,1181,RV,46,43,4,6,2018,4,9,214
Reuters/Ipsos,1219,RV,44,34,4,6,2018,4,10,214
Economist/YouGov,1246,RV,43,36,4,1,2018,4,3,219
Reuters/Ipsos,1519,RV,43,34,3,30,2018,4,3,221
Harvard-Harris,1340,RV,45,34,3,27,2018,3,29,224
Reuters/Ipsos,1392,RV,42,35,3,23,2018,3,27,228
Economist/YouGov,1330,RV,42,35,3,25,2018,3,27,226
CNN,913,RV,50,44,3,22,2018,3,25,229
PPP (D),846,RV,50,39,3,23,2018,3,25,228
Marist,1015,RV,44,39,3,19,2018,3,21,232
FOX News,1014,RV,46,41,3,18,2018,3,21,233
Economist/YouGov,1284,RV,44,38,3,18,2018,3,20,233
Quinnipiac,1291,RV,49,43,3,16,2018,3,20,235
Reuters/Ipsos,1337,RV,40,37,3,16,2018,3,20,235
NBC News/Wall St. Jrnl,930,RV,50,40,3,10,2018,3,14,241
Economist/YouGov,1291,RV,43,38,3,10,2018,3,13,241
Reuters/Ipsos,1411,A,38,30,3,9,2018,3,13,242
GWU/Battleground,1000,RV,49,40,3,4,2018,3,8,247
Economist/YouGov,1310,RV,43,37,3,4,2018,3,6,247
Reuters/Ipsos,2927,A,38,31,3,2,2018,3,6,249
Quinnipiac,1122,RV,48,38,3,3,2018,3,5,248
Monmouth,708,RV,50,41,3,2,2018,3,5,249
Rasmussen Reports,1000,LV,46,40,3,1,2018,3,4,250
Economist/YouGov,1296,RV,40,38,2,25,2018,2,27,254
Reuters/Ipsos,1651,A,37,31,2,23,2018,2,27,256
USA Today/Suffolk,1000,RV,47,32,2,20,2018,2,24,259
CNN,909,RV,54,38,2,20,2018,2,23,259
Marist,819,RV,46,39,2,20,2018,2,21,259
Economist/YouGov,1308,RV,43,35,2,18,2018,2,20,261
Reuters/Ipsos,1104,A,38,30,2,16,2018,2,20,263
Harvard-Harris,1934,RV,41,36,2,16,2018,2,19,263
Quinnipiac,1249,RV,53,38,2,16,2018,2,19,263
Economist/YouGov,1280,RV,42,38,2,11,2018,2,13,268
Reuters/Ipsos,1515,A,39,30,2,9,2018,2,13,270
PPP (D),687,RV,49,41,2,9,2018,2,11,270
Marist,807,RV,49,38,2,5,2018,2,7,274
Economist/YouGov,1320,RV,43,37,2,4,2018,2,6,275
Reuters/Ipsos,3110,A,38,31,2,2,2018,2,6,277
Quinnipiac,1333,RV,49,40,2,2,2018,2,5,277
IBD/TIPP,832,RV,46,41,1,25,2018,2,2,285
Monmouth,711,RV,47,45,1,28,2018,1,30,282
Economist/YouGov,1264,RV,42,37,1,28,2018,1,30,282
Reuters/Ipsos,1856,A,37,31,1,26,2018,1,30,284
Rasmussen Reports,1000,LV,45,37,1,24,2018,1,25,286
FOX News,1002,RV,44,38,1,21,2018,1,23,289
Economist/YouGov,1301,RV,41,37,1,21,2018,1,23,289
Quinnipiac,1245,RV,51,38,1,19,2018,1,23,291
Reuters/Ipsos,2981,A,38,30,1,19,2018,1,23,291
ABC News/Wash Post,846,RV,51,39,1,15,2018,1,18,295
CNN,NA,RV,49,44,1,14,2018,1,18,296
NBC News/Wall St. Jrnl,NA,765,49,43,1,13,2018,1,17,297
Economist/YouGov,NA,1311,42,36,1,14,2018,1,16,296
Reuters/Ipsos,NA,1638,37,32,1,12,2018,1,16,298
Quinnipiac,NA,1212,50,39,1,12,2018,1,16,298
Pew Research,NA,1215,53,39,1,10,2018,1,15,300
NPR/PBS/Marist,NA,1092,46,40,1,8,2018,1,10,302
Emerson,NA,600,45,40,1,8,2018,1,11,302
Economist/YouGov,NA,1327,44,37,1,8,2018,1,9,302
Quinnipiac,NA,1106,52,35,1,5,2018,1,9,305
Reuters/Ipsos,NA,1616,40,31,1,5,2018,1,9,305
Economist/YouGov,NA,1277,42,36,12,31,2017,1,2,310
Reuters/Ipsos,NA,1770,38,31,12,29,2017,1,2,312
Economist/YouGov,NA,1004,44,36,12,24,2017,12,26,317
Economist/YouGov,NA,1291,44,35,12,17,2017,12,19,324
Reuters/Ipsos,NA,2492,39,27,12,15,2017,12,19,326
Quinnipiac,NA,1230,52,37,12,13,2017,12,18,328
CNN,NA,898,56,38,12,14,2017,12,17,327
NBC News/Wall St. Jrnl,NA,736,50,39,12,13,2017,12,15,328
PPP (D),NA,862,51,40,12,11,2017,12,12,330
Economist/YouGov,NA,1338,44,36,12,10,2017,12,12,331
Monmouth,NA,702,51,36,12,10,2017,12,12,331
Reuters/Ipsos,NA,1457,37,29,12,8,2017,12,12,333
Quinnipiac,NA,1211,49,37,12,6,2017,12,11,335
Marist,NA,1079,50,37,12,4,2017,12,7,337
Economist/YouGov,NA,1341,42,36,12,3,2017,12,5,338
Reuters/Ipsos,NA,1548,37,31,12,1,2017,12,5,340
Quinnipiac,NA,1508,50,36,11,29,2017,12,4,342
Economist/YouGov,NA,1319,41,35,11,26,2017,11,28,345
Reuters/Ipsos,NA,1969,36,30,11,24,2017,11,28,347
Economist/YouGov,NA,1344,42,33,11,19,2017,11,21,352
Reuters/Ipsos,NA,1489,37,28,11,17,2017,11,22,354
NPR/PBS/Marist,NA,802,43,40,11,13,2017,11,15,358
Economist/YouGov,NA,1281,42,34,11,12,2017,11,14,359
Reuters/Ipsos,NA,1520,38,31,11,10,2017,11,14,361
Quinnipiac,NA,1577,51,38,11,7,2017,11,13,364
Marist,NA,850,51,36,11,6,2017,11,9,365
Economist/YouGov,NA,1336,40,33,11,5,2017,11,7,366
Reuters/Ipsos,NA,1572,38,30,11,3,2017,11,7,368
ABC News/Wash Post,NA,884,51,40,10,29,2017,11,1,373
Economist/YouGov,NA,1291,39,36,10,29,2017,10,31,373
Reuters/Ipsos,NA,1798,40,31,10,27,2017,10,31,375
PPP (D),NA,572,50,40,10,27,2017,10,29,375
NBC News/Wall St. Jrnl,NA,753,48,41,10,23,2017,10,26,379
Economist/YouGov,NA,1312,40,33,10,22,2017,10,24,380
FOX News,NA,1005,50,35,10,22,2017,10,24,380
Reuters/Ipsos,NA,2352,36,28,10,20,2017,10,24,382
Economist/YouGov,NA,1326,41,33,10,15,2017,10,16,387
CNN,NA,RV,54,38,10,12,2017,10,15,390
Economist/YouGov,NA,1278,40,33,10,7,2017,10,10,395
Quinnipiac,NA,1482,49,41,10,5,2017,10,10,397
Economist/YouGov,NA,1298,39,32,10,1,2017,10,3,401
Economist/YouGov,NA,1254,40,34,9,24,2017,9,26,408
Quinnipiac,NA,1412,47,38,9,21,2017,9,26,411
PPP (D),NA,865,48,37,9,22,2017,9,25,410
Economist/YouGov,NA,1292,39,33,9,17,2017,9,19,415
NBC News/Wall St. Jrnl,NA,751,48,42,9,14,2017,9,18,418
Economist/YouGov,NA,1313,40,31,9,10,2017,9,12,422
Economist/YouGov,NA,1309,39,33,9,3,2017,9,5,429
Economist/YouGov,NA,1278,40,32,8,27,2017,8,29,436
Economist/YouGov,NA,1327,39,33,8,20,2017,8,22,443
Quinnipiac,NA,1514,50,38,8,17,2017,8,22,446
PPP (D),NA,887,49,35,8,18,2017,8,21,445
GWU/Battleground,NA,1000,45,38,8,13,2017,8,17,450
Economist/YouGov,NA,1291,41,33,8,13,2017,8,15,450
Quinnipiac,NA,1361,50,40,8,9,2017,8,15,454
Marist,NA,883,47,40,8,8,2017,8,12,455
Economist/YouGov,NA,1303,39,34,8,6,2017,8,8,457
CNN,NA,RV,51,42,8,3,2017,8,6,460
Economist/YouGov,NA,1329,39,34,7,31,2017,8,1,463
Quinnipiac,NA,1125,52,38,7,27,2017,8,1,467
Economist/YouGov,NA,1282,40,34,7,23,2017,7,25,471
Economist/YouGov,NA,1273,40,34,7,15,2017,7,18,479
ABC News/Wash Post,NA,RV,52,38,7,10,2017,7,13,484
Economist/YouGov,NA,1284,39,32,7,9,2017,7,11,485
Economist/YouGov,NA,1323,37,35,7,3,2017,7,4,491
FOX News,NA,1017,47,41,6,25,2017,6,27,499
Economist/YouGov,NA,1295,41,35,6,25,2017,6,27,499
Quinnipiac,NA,1212,51,41,6,22,2017,6,27,502
NPR/PBS/Marist,NA,995,48,38,6,21,2017,6,25,503
Economist/YouGov,NA,1277,38,35,6,18,2017,6,20,506
NBC News/Wall St. Jrnl,NA,765,50,42,6,17,2017,6,20,507
Economist/YouGov,NA,1310,38,36,6,11,2017,6,13,513
PPP (D),NA,811,50,40,6,9,2017,6,11,515
Economist/YouGov,NA,1288,41,37,6,4,2017,6,6,520
Quinnipiac,NA,1361,51,39,5,31,2017,6,6,524
Economist/YouGov,NA,1269,39,33,5,27,2017,5,30,528
Quinnipiac,NA,1078,54,38,5,4,2017,5,9,551
Economist/YouGov,NA,1276,38,36,5,20,2017,5,23,535
Economist/YouGov,NA,1298,40,33,5,13,2017,5,16,542
PPP (D),NA,692,49,38,5,12,2017,5,14,543
Economist/YouGov,NA,1287,40,35,5,6,2017,5,9,549
Economist/YouGov,NA,1255,38,35,4,29,2017,5,2,556
FOX News,NA,1009,47,42,4,23,2017,4,25,562
Economist/YouGov,NA,1289,39,34,4,23,2017,4,25,562
CNN/ORC,NA,RV,49,41,4,22,2017,4,25,563
NBC News/Wall St. Jrnl,NA,759,47,43,4,17,2017,4,20,568
PPP (D),NA,648,47,41,4,17,2017,4,18,568
Economist/YouGov,NA,1291,38,32,4,15,2017,4,18,570
Marist,NA,869,45,38,4,11,2017,4,12,574
PPP (D),NA,677,48,43,3,27,2017,3,28,589
McClatchy/Marist,NA,906,47,38,3,22,2017,3,27,594
PPP (D),NA,808,46,41,3,10,2017,3,12,606
PPP (D),NA,941,46,43,2,21,2017,2,22,623
PPP (D),NA,1043,48,40,1,23,2017,1,24,652
Bloomberg,NA,799,45,48,11,4,2016,11,6,4
Economist/YouGov,NA,3677,45,42,11,4,2016,11,7,4
FOX News,NA,1295,45,46,11,3,2016,11,6,5
NBC News/Wall St. Jrnl,NA,1282,47,44,11,3,2016,11,5,5
McClatchy/Marist,NA,940,48,47,11,1,2016,11,3,7
Economist/YouGov,NA,1228,46,41,10,30,2016,11,1,9
Reuters/Ipsos,NA,1858,42,41,10,29,2016,11,2,10
CBS News/NY Times,NA,1333,49,46,10,28,2016,11,1,11
Economist/YouGov,NA,1209,45,40,10,22,2016,10,26,17
FOX News,NA,1221,47,45,10,22,2016,10,25,17
ABC News,NA,828,47,46,10,22,2016,10,24,17
Associated Press-GfK,NA,1212,46,41,10,20,2016,10,24,19
CNN/ORC,NA,779,50,47,10,20,2016,10,23,19
Reuters/Ipsos,NA,1170,44,39,10,20,2016,10,24,19
Economist/YouGov,NA,925,43,38,10,15,2016,10,18,24
Bloomberg,NA,1006,47,43,10,14,2016,10,17,25
Reuters/Ipsos,NA,1190,43,39,10,13,2016,10,17,26
CBS News,NA,1189,50,45,10,12,2016,10,16,27
NBC News/Wall St. Jrnl,NA,905,47,44,10,10,2016,10,13,29
ABC News/Wash Post,NA,740,47,44,10,10,2016,10,13,29
FOX News,NA,917,48,42,10,10,2016,10,12,29
GWU/Battleground,NA,1000,47,42,10,8,2016,10,13,31
NBC News/Wall St. Jrnl,NA,900,48,42,10,8,2016,10,10,31
Reuters/Ipsos,NA,2363,46,36,10,6,2016,10,10,33
